round_epochs,val_loss,val_accuracy,loss,accuracy,activation,batch_size,dropout,epochs,first_neuron,flatten_layer,kernel_size,last_activation,losses,lr,optimizer,shapes
10,0.6945817258502965,0.5627425909042358,0.575677262863978,0.71935666,<function relu at 0x1370a5d90>,64,0.0,10,64,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,brick
10,0.6945935088712216,0.5562742352485657,0.5913022918894234,0.7066001,<function relu at 0x1370a5d90>,64,0.0,10,64,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,funnel
10,0.7962664368852761,0.527813732624054,0.44604165115689676,0.80643374,<function relu at 0x1370a5d90>,64,0.0,10,64,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,brick
10,0.8261780776228047,0.5381630063056946,0.4035704197879639,0.8469218,<function relu at 0x1370a5d90>,64,0.0,10,64,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,funnel
10,0.7203081375877114,0.5329883694648743,0.5034729428940592,0.7881309,<function relu at 0x1370a5d90>,64,0.0,10,128,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,brick
10,0.7162810626498786,0.5407503247261047,0.5102076940713693,0.78702164,<function relu at 0x1370a5d90>,64,0.0,10,128,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,funnel
10,0.9282869997339137,0.5485122799873352,0.2344697383431283,0.9500832,<function relu at 0x1370a5d90>,64,0.0,10,128,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,brick
10,0.9113121522737505,0.5368693470954895,0.2448761313079267,0.9378813,<function relu at 0x1370a5d90>,64,0.0,10,128,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,funnel
25,0.7662958241372645,0.5498059391975403,0.4145847314176332,0.84414864,<function relu at 0x1370a5d90>,64,0.0,25,64,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,brick
25,0.7910917961504913,0.5433376431465149,0.40636097870796045,0.8591237,<function relu at 0x1370a5d90>,64,0.0,25,64,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,funnel
25,1.4562090177276927,0.5666235685348511,0.05794965743572264,0.99778146,<function relu at 0x1370a5d90>,64,0.0,25,64,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,brick
25,1.646321190899433,0.5239327549934387,0.03818650015165458,0.99889076,<function relu at 0x1370a5d90>,64,0.0,25,64,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,funnel
25,0.9068003612995764,0.5601552128791809,0.1951232859064193,0.9694953,<function relu at 0x1370a5d90>,64,0.0,25,128,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,brick
25,0.8949750211923582,0.529107391834259,0.2143009328141321,0.9622851,<function relu at 0x1370a5d90>,64,0.0,25,128,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,funnel
25,1.988877645362395,0.5355756878852844,0.005008688689190409,1.0,<function relu at 0x1370a5d90>,64,0.0,25,128,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,brick
25,1.9132224297847353,0.5485122799873352,0.005370653672577711,1.0,<function relu at 0x1370a5d90>,64,0.0,25,128,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,funnel
