round_epochs,val_loss,val_accuracy,loss,accuracy,activation,batch_size,dropout,epochs,first_neuron,flatten_layer,kernel_size,last_activation,losses,lr,optimizer,shapes
10,18.54829279170462,0.4579560160636902,11.492631856296304,0.57681644,<function relu at 0x1370a5d90>,64,0.0,10,128,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,brick
10,14.070521350974099,0.48900386691093445,24.506101449198415,0.57681644,<function relu at 0x1370a5d90>,64,0.0,10,128,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,funnel
10,23.031772243405992,0.54463130235672,19.892123713734012,0.562396,<function relu at 0x1370a5d90>,64,0.0,10,128,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,brick
10,19.56610854569567,0.5510995984077454,13.215230174813083,0.58291733,<function relu at 0x1370a5d90>,64,0.0,10,128,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,funnel
10,15.49534687989742,0.5213454365730286,21.433317028940618,0.55407655,<function relu at 0x1370a5d90>,64,0.0,10,128,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,brick
10,15.073473985876797,0.4902975559234619,16.867834876129777,0.5751525,<function relu at 0x1370a5d90>,64,0.0,10,128,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,funnel
20,28.360936154986106,0.5135834217071533,13.828528413492245,0.6067665,<function relu at 0x1370a5d90>,64,0.0,20,64,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,brick
20,14.060603689561377,0.5097024440765381,13.741873013860836,0.6317249,<function relu at 0x1370a5d90>,64,0.0,20,64,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,funnel
20,20.761365219353088,0.5381630063056946,12.561477618817813,0.6211869,<function relu at 0x1370a5d90>,64,0.0,20,64,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,brick
20,14.593767002051429,0.5226390957832336,11.653529632640295,0.5934554,<function relu at 0x1370a5d90>,64,0.0,20,64,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,funnel
20,14.362565829559562,0.545924961566925,12.904109069392605,0.6117582,<function relu at 0x1370a5d90>,64,0.0,20,64,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,brick
20,9.446946231698929,0.5316947102546692,7.18286748085826,0.62229615,<function relu at 0x1370a5d90>,64,0.0,20,64,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,funnel
20,8.490300689601035,0.5316947102546692,7.249195143043234,0.62673324,<function relu at 0x1370a5d90>,64,0.0,20,64,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,brick
20,8.260764086231069,0.48253557085990906,7.232364307029076,0.6250693,<function relu at 0x1370a5d90>,64,0.0,20,64,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,funnel
20,13.659060154972842,0.49417853355407715,9.655826698457673,0.61508596,<function relu at 0x1370a5d90>,64,0.0,20,128,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,brick
20,9.819602047178755,0.4902975559234619,8.88540547884509,0.6100943,<function relu at 0x1370a5d90>,64,0.0,20,128,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,funnel
20,6.5634176000123805,0.4954721927642822,7.955706301029034,0.6067665,<function relu at 0x1370a5d90>,64,0.0,20,128,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,brick
20,8.05512807902821,0.5058214664459229,4.645436105500706,0.64170825,<function relu at 0x1370a5d90>,64,0.0,20,128,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,funnel
20,28.29718839243189,0.5536869168281555,12.986391981508886,0.5851359,<function relu at 0x1370a5d90>,64,0.0,20,128,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,brick
20,15.411589546006216,0.45407503843307495,15.631584129396968,0.604548,<function relu at 0x1370a5d90>,64,0.0,20,128,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,funnel
20,7.766396981161594,0.47089263796806335,5.845480686680714,0.6239601,<function relu at 0x1370a5d90>,64,0.0,20,128,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,brick
20,6.878978344632306,0.5342820286750793,4.6780070031409915,0.6067665,<function relu at 0x1370a5d90>,64,0.0,20,128,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,funnel
10,26.74826514921398,0.5304010510444641,53.40469771441789,0.52024406,<function relu at 0x1370a5d90>,64,0.25,10,64,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,brick
10,24.47160605903122,0.46571797132492065,49.19156095364063,0.5324459,<function relu at 0x1370a5d90>,64,0.25,10,64,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,funnel
10,3.2779409774370674,0.5174643993377686,5.356663304835112,0.55740434,<function relu at 0x1370a5d90>,64,0.25,10,64,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,brick
10,1.7379468487814205,0.5407503247261047,2.5389960804583294,0.5391015,<function relu at 0x1370a5d90>,64,0.25,10,64,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,funnel
10,16.18145824496527,0.5071151256561279,26.936821236718846,0.536883,<function relu at 0x1370a5d90>,64,0.25,10,64,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,brick
10,23.113906929440518,0.5329883694648743,42.03822866282196,0.54908484,<function relu at 0x1370a5d90>,64,0.25,10,64,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,funnel
10,2.1601727326505396,0.4902975559234619,12.28473492364254,0.54575706,<function relu at 0x1370a5d90>,64,0.25,10,64,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,brick
10,2.1368403922077293,0.54463130235672,5.9422574670064865,0.56516916,<function relu at 0x1370a5d90>,64,0.25,10,64,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,funnel
10,12.936421461123853,0.48771020770072937,35.06064263384539,0.5174709,<function relu at 0x1370a5d90>,64,0.25,10,128,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,brick
10,9.480840579899363,0.5161707401275635,20.05712659796674,0.52412647,<function relu at 0x1370a5d90>,64,0.25,10,128,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,funnel
10,3.0277122433404564,0.5433376431465149,2.9086301759158117,0.5823627,<function relu at 0x1370a5d90>,64,0.25,10,128,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,brick
10,4.11578820686291,0.4902975559234619,7.0801811559756995,0.5252357,<function relu at 0x1370a5d90>,64,0.25,10,128,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,funnel
10,12.311334702515202,0.4902975559234619,23.740165302638406,0.53133667,<function relu at 0x1370a5d90>,64,0.25,10,128,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,brick
10,16.347176545650193,0.5174643993377686,35.00971348551466,0.5429839,<function relu at 0x1370a5d90>,64,0.25,10,128,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,funnel
10,3.3984941800846626,0.5148770809173584,11.466832227066895,0.48530227,<function relu at 0x1370a5d90>,64,0.25,10,128,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,brick
10,3.304846012885327,0.5032341480255127,5.324919814344121,0.5818081,<function relu at 0x1370a5d90>,64,0.25,10,128,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,funnel
20,5.246984368308241,0.48382923007011414,7.4114937036485715,0.55407655,<function relu at 0x1370a5d90>,64,0.25,20,64,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,brick
20,5.582189641362791,0.5135834217071533,8.65422132368294,0.52579033,<function relu at 0x1370a5d90>,64,0.25,20,64,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,funnel
20,0.993298647628873,0.5226390957832336,1.4398848600540965,0.59179145,<function relu at 0x1370a5d90>,64,0.25,20,64,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,brick
20,1.5928124495496416,0.5342820286750793,8.159810395883444,0.58402663,<function relu at 0x1370a5d90>,64,0.25,20,64,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,funnel
20,7.050067946334089,0.4980595111846924,12.335577778067776,0.51858014,<function relu at 0x1370a5d90>,64,0.25,20,64,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,brick
20,4.991794164245526,0.5226390957832336,7.510202382447914,0.5352191,<function relu at 0x1370a5d90>,64,0.25,20,64,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,funnel
20,1.29989882906535,0.5407503247261047,6.4002703337687885,0.5867998,<function relu at 0x1370a5d90>,64,0.25,20,64,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,brick
20,0.9083713126521832,0.5304010510444641,1.1921171209445875,0.60011095,<function relu at 0x1370a5d90>,64,0.25,20,64,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,funnel
20,4.691797437211366,0.5174643993377686,7.305018071128604,0.5363283,<function relu at 0x1370a5d90>,64,0.25,20,128,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,brick
20,5.40521385629612,0.5122897624969482,9.728557613645734,0.54575706,<function relu at 0x1370a5d90>,64,0.25,20,128,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,funnel
20,0.9099116959207888,0.5472186207771301,1.4465426934538983,0.59678316,<function relu at 0x1370a5d90>,64,0.25,20,128,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,brick
20,0.7769250585221689,0.5472186207771301,0.7518192186199554,0.59955627,<function relu at 0x1370a5d90>,64,0.25,20,128,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,funnel
20,8.888012899618408,0.5368693470954895,8.43963187493289,0.56849694,<function relu at 0x1370a5d90>,64,0.25,20,128,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,brick
20,7.23970911388718,0.5342820286750793,6.878676090251057,0.5124792,<function relu at 0x1370a5d90>,64,0.25,20,128,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,funnel
20,0.784006932882874,0.5472186207771301,1.016842481961729,0.5978924,<function relu at 0x1370a5d90>,64,0.25,20,128,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,brick
20,0.7637659344451085,0.5536869168281555,1.9352675192368012,0.58846366,<function relu at 0x1370a5d90>,64,0.25,20,128,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,funnel
10,32.180360192006496,0.5433376431465149,28.571830739990844,0.5601775,<function relu at 0x1370a5d90>,128,0.0,10,64,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,brick
10,26.47084180873856,0.48771020770072937,22.57635800017295,0.55629504,<function relu at 0x1370a5d90>,128,0.0,10,64,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,funnel
10,13.990914230050585,0.5433376431465149,9.147953287337266,0.604548,<function relu at 0x1370a5d90>,128,0.0,10,64,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,brick
10,50.35096210711678,0.46571797132492065,17.28419480241806,0.5601775,<function relu at 0x1370a5d90>,128,0.0,10,64,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,funnel
10,20.494882502191896,0.5213454365730286,19.553455630210923,0.54575706,<function relu at 0x1370a5d90>,128,0.0,10,64,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,brick
10,24.518739002025452,0.48900386691093445,18.59779928210571,0.5668331,<function relu at 0x1370a5d90>,128,0.0,10,64,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,funnel
10,16.927344531938914,0.5239327549934387,12.826035694089521,0.57348865,<function relu at 0x1370a5d90>,128,0.0,10,64,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,brick
10,18.61418937248832,0.5006468296051025,25.4215333783091,0.58069885,<function relu at 0x1370a5d90>,128,0.0,10,64,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,funnel
10,17.26053873410046,0.5549805760383606,14.494128851909077,0.55074877,<function relu at 0x1370a5d90>,128,0.0,10,128,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,brick
10,20.194645421471048,0.5640362501144409,14.9867063597448,0.5546312,<function relu at 0x1370a5d90>,128,0.0,10,128,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,funnel
10,13.311457112720682,0.5174643993377686,23.437613372464213,0.5607321,<function relu at 0x1370a5d90>,128,0.0,10,128,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,brick
10,25.71669611862992,0.5472186207771301,20.34270865006111,0.5862451,<function relu at 0x1370a5d90>,128,0.0,10,128,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,funnel
10,15.234417545379056,0.5226390957832336,21.314299534243872,0.5801442,<function relu at 0x1370a5d90>,128,0.0,10,128,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,brick
10,16.596510921690474,0.48253557085990906,21.130322203131033,0.56461453,<function relu at 0x1370a5d90>,128,0.0,10,128,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,funnel
10,13.895995797654482,0.49935317039489746,21.56389334144952,0.58291733,<function relu at 0x1370a5d90>,128,0.0,10,128,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,brick
10,15.66838513987493,0.4902975559234619,16.552076201140054,0.56516916,<function relu at 0x1370a5d90>,128,0.0,10,128,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,funnel
20,15.708721057255241,0.5045278072357178,8.078959777364451,0.5906822,<function relu at 0x1370a5d90>,128,0.0,20,64,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,brick
20,14.119514021420079,0.5122897624969482,19.359049047024726,0.5662784,<function relu at 0x1370a5d90>,128,0.0,20,64,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,funnel
20,21.307184889276463,0.5472186207771301,16.54042443013231,0.57958955,<function relu at 0x1370a5d90>,128,0.0,20,64,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,brick
20,69.95853603950293,0.445019394159317,15.70213143744868,0.6084304,<function relu at 0x1370a5d90>,128,0.0,20,64,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,funnel
20,14.281392217145083,0.527813732624054,13.328475878766623,0.58125347,<function relu at 0x1370a5d90>,128,0.0,20,64,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,brick
20,11.049017460811955,0.5174643993377686,10.735413655266786,0.5679423,<function relu at 0x1370a5d90>,128,0.0,20,64,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,funnel
20,15.958809266577717,0.4864165484905243,15.759579363890111,0.5779257,<function relu at 0x1370a5d90>,128,0.0,20,64,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,brick
20,15.435049961948765,0.49417853355407715,41.735178023394916,0.56461453,<function relu at 0x1370a5d90>,128,0.0,20,64,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,funnel
20,14.850891917674076,0.49417853355407715,14.13505986883319,0.5973378,<function relu at 0x1370a5d90>,128,0.0,20,128,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,brick
20,48.20905028586246,0.5588615536689758,10.964302361309032,0.60732114,<function relu at 0x1370a5d90>,128,0.0,20,128,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,funnel
20,10.292124353435955,0.4851228892803192,14.244999518476456,0.5895729,<function relu at 0x1370a5d90>,128,0.0,20,128,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,brick
20,17.098045707520043,0.4527813792228699,13.324951059740249,0.56516916,<function relu at 0x1370a5d90>,128,0.0,20,128,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,funnel
20,11.980307533392468,0.491591215133667,9.446923882711351,0.5895729,<function relu at 0x1370a5d90>,128,0.0,20,128,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,brick
20,16.43968244820332,0.48900386691093445,7.926009637543841,0.6278425,<function relu at 0x1370a5d90>,128,0.0,20,128,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,funnel
20,9.540388435472337,0.5510995984077454,11.155166938049689,0.57016087,<function relu at 0x1370a5d90>,128,0.0,20,128,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,brick
20,11.589223134959115,0.5200517177581787,9.540975146999772,0.59567386,<function relu at 0x1370a5d90>,128,0.0,20,128,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,funnel
10,25.61287175976752,0.5019404888153076,56.01413317620589,0.52745426,<function relu at 0x1370a5d90>,128,0.25,10,64,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,brick
10,21.210349488844383,0.47736093401908875,42.106049145716,0.5280089,<function relu at 0x1370a5d90>,128,0.25,10,64,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,funnel
10,13.15638069162702,0.5213454365730286,26.68627995328644,0.54132,<function relu at 0x1370a5d90>,128,0.25,10,64,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,brick
10,5.4297707127105985,0.49288487434387207,14.783490009593487,0.5446478,<function relu at 0x1370a5d90>,128,0.25,10,64,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,funnel
10,45.12305205173665,0.5420439839363098,50.514062615943104,0.50748754,<function relu at 0x1370a5d90>,128,0.25,10,64,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,brick
10,19.8888890314534,0.5226390957832336,45.455945760226555,0.53410983,<function relu at 0x1370a5d90>,128,0.25,10,64,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,funnel
10,13.979070501833345,0.491591215133667,26.142872974334395,0.5163616,<function relu at 0x1370a5d90>,128,0.25,10,64,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,brick
10,5.991258084195706,0.4902975559234619,13.276132538394007,0.55074877,<function relu at 0x1370a5d90>,128,0.25,10,64,150,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,funnel
10,18.54773554240593,0.529107391834259,41.78999435247081,0.52689964,<function relu at 0x1370a5d90>,128,0.25,10,128,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,brick
10,34.52411459395987,0.5433376431465149,67.77909981404419,0.5130338,<function relu at 0x1370a5d90>,128,0.25,10,128,100,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,funnel
