x,y,score,ratio
tommy hayden,jimmy crute,7,0.4347826
tommy speer,tom speer,2,0.9
tommy speer,bobby green,6,0.45454547
tommy speer,tom breese,6,0.5714286
tommy speer,tony sims,6,0.5
tommy speer,josh neer,6,0.5
tony halme,tony sims,4,0.6315789
tony halme,holly holm,5,0.6
tony halme,tony martin,5,0.5714286
tony halme,donny walker,5,0.6363635999999999
tony halme,tim hague,5,0.5263158
tony petarra,tony desouza,5,0.5833333
tony petarra,tony martin,6,0.6086956
tony petarra,anthony pettis,7,0.61538464
tony petarra,mike perry,7,0.45454547
tony petarra,tony ferguson,7,0.56
townsend saunders,ben saunders,6,0.7586206999999999
townsend saunders,luke sanders,8,0.62068963
townsend saunders,jerrod sanders,8,0.6451613
townsend saunders,corey anderson,10,0.58064514
townsend saunders,eryk anders,10,0.5714286
trent jenkins,darren elkins,6,0.6923077
trent jenkins,lorenz larkin,7,0.53846157
trent jenkins,ryan jensen,7,0.5833333
trent jenkins,tim means,8,0.45454547
trent jenkins,irene aldana,8,0.4
troy mandaloniz,roy nelson,8,0.64
troy mandaloniz,rory macdonald,8,0.62068963
troy mandaloniz,rob macdonald,8,0.5714286
troy mandaloniz,corey anderson,9,0.55172414
troy mandaloniz,cory sandhagen,9,0.55172414
tyler diamond,tyler toner,6,0.6666667
tyler diamond,ricky simon,8,0.5
tyler diamond,nate diaz,8,0.54545456
tyler diamond,alex morono,8,0.5
tyler diamond,tyson nam,8,0.45454547
tyrone roberts,ryan roberts,4,0.7692308000000001
tyrone roberts,danny roberts,5,0.6666667
tyrone roberts,andre roberts,5,0.7407406999999999
tyrone roberts,daniel roberts,6,0.71428573
tyrone roberts,yoel romero,7,0.64
tyson pedro,tyson nam,5,0.6
tyson pedro,jason saggo,6,0.45454547
tyson pedro,jason dent,6,0.47619048
tyson pedro,jason day,6,0.5
tyson pedro,tom speer,6,0.6
valeri ignatov,alexa grasso,8,0.53846157
valeri ignatov,albert tumenov,8,0.5714286
valeri ignatov,walel watson,8,0.53846157
valeri ignatov,blagoy ivanov,9,0.44444445
valeri ignatov,alex white,9,0.5
valmir lazaro,calvin kattar,7,0.53846157
valmir lazaro,ilir latifi,7,0.5
valmir lazaro,shamil gamzatov,8,0.5714286
valmir lazaro,david zawada,8,0.4
valmir lazaro,khalid taha,8,0.5
vernon ramos,vernon white,5,0.5833333
vernon ramos,ricardo ramos,6,0.64
vernon ramos,davi ramos,6,0.6363635999999999
vernon ramos,luis ramos,6,0.54545456
vernon ramos,aaron rosa,6,0.6363635999999999
victor valimaki,piotr hallmann,7,0.55172414
victor valimaki,hector lombard,8,0.55172414
victor valimaki,vitor miranda,8,0.5714286
victor valimaki,vitor belfort,8,0.5
victor valimaki,viktor pesta,8,0.5185185
vik grujic,niko price,6,0.6
vik grujic,mike rio,6,0.5555555999999999
vik grujic,kron gracie,7,0.47619048
vik grujic,max griffin,7,0.3809524
vik grujic,nick hein,7,0.42105263
vince morales,vinny magalhaes,6,0.64285713
vince morales,sergio moraes,7,0.61538464
vince morales,sarah moras,7,0.5
vince morales,vinc pichel,7,0.5
vince morales,vitor miranda,7,0.46153846
vinicius moreira,vinicius queiroz,5,0.75
vinicius moreira,viviane pereira,7,0.58064514
vinicius moreira,joe moreira,8,0.5925925999999999
vinicius moreira,nicco montano,10,0.4827585999999999
vinicius moreira,jussier formiga,10,0.4516129
virna jandiroba,nina ansaroff,7,0.5714286
virna jandiroba,corey anderson,9,0.4827585999999999
virna jandiroba,eryk anders,9,0.46153846
virna jandiroba,lina lansberg,9,0.5
virna jandiroba,irene aldana,9,0.5185185
viviane araujo,viviane pereira,6,0.6896551999999999
viviane araujo,igor araujo,6,0.64
viviane araujo,renan barao,8,0.56
viviane araujo,james krause,9,0.46153846
viviane araujo,ariane lipski,9,0.37037036
wade shipp,nate diaz,6,0.42105263
wade shipp,alex white,6,0.5
wade shipp,mike swick,6,0.4
wade shipp,jake shields,6,0.54545456
wade shipp,wes sims,6,0.5555555999999999
wagner campos,wagner prado,5,0.72
wagner campos,randa markos,7,0.48
wagner campos,davi ramos,7,0.5217391
wagner campos,vagner rocha,7,0.64
wagner campos,walel watson,7,0.48
wagner silva,leandro silva,5,0.72
wagner silva,vagner rocha,5,0.5833333
wagner silva,wanderlei silva,5,0.8148148000000001
wagner silva,wagner prado,5,0.6666667
wagner silva,jay silva,5,0.6666667
wang guan,nam phan,5,0.47058824
wang guan,matt wiman,6,0.42105263
wang guan,nate diaz,6,0.33333334
wang guan,ryan spann,6,0.5263158
wang guan,dan ige,6,0.5
weili zhang,neil magny,6,0.5714286
weili zhang,tiequan zhang,6,0.5833333
weili zhang,denis kang,6,0.5714286
weili zhang,tim means,7,0.4
weili zhang,uriah hall,7,0.3809524
wendell oliveira,rafaello oliveira,5,0.72727275
wendell oliveira,alex oliveira,6,0.6896551999999999
wendell oliveira,charles oliveira,7,0.625
wendell oliveira,ketlen vieira,8,0.55172414
wendell oliveira,kendall grove,8,0.62068963
wes albritton,bas rutten,7,0.5217391
wes albritton,ben askren,8,0.4347826
wes albritton,jj aldrich,8,0.4347826
wes albritton,derek brunson,8,0.46153846
wes albritton,jesse ronson,8,0.48
wes combs,wes sims,3,0.7058824
wes combs,jon jones,6,0.33333334
wes combs,kj noons,6,0.3529412
wes combs,luis ramos,6,0.42105263
wes combs,jesse forbes,6,0.5714286
will chope,kit cope,4,0.6666667
will chope,will brooks,5,0.5714286
will chope,holly holm,6,0.5
will chope,kyle noke,6,0.42105263
will chope,mike rhodes,6,0.47619048
william patolino,william macario,5,0.7096774
william patolino,willie gates,8,0.5714286
william patolino,will campuzano,8,0.6666667
william patolino,ilir latifi,9,0.5185185
william patolino,alan patrick,9,0.5
wu yanan,bj penn,5,0.4
wu yanan,ed herman,6,0.3529412
wu yanan,cub swanson,6,0.5263158
wu yanan,luis pena,6,0.47058824
wu yanan,petr yan,6,0.5
wuliji buren,jalin turner,7,0.5
wuliji buren,kevin burns,7,0.5217391
wuliji buren,justin wren,7,0.5217391
wuliji buren,luis pena,8,0.47619048
wuliji buren,gilbert burns,8,0.48
xavier foupapokam,javier vazquez,10,0.4516129
xavier foupapokam,david zawada,11,0.41379312
xavier foupapokam,davi ramos,11,0.44444445
xavier foupapokam,lucie pudilova,11,0.38709676
xavier foupapokam,gavin tucker,11,0.41379312
yana kunitskaya,sanae kikuta,8,0.5925925999999999
yana kunitskaya,ion cutelaba,9,0.44444445
yana kunitskaya,yan xiaonan,9,0.53846157
yana kunitskaya,ryan spann,10,0.48
yana kunitskaya,lina lansberg,10,0.35714287
yoislandy izquierdo,johnny eduardo,11,0.48484849999999996
yoislandy izquierdo,rolando delgado,11,0.5294118
yoislandy izquierdo,yoel romero,12,0.46666667
yoislandy izquierdo,yancy medeiros,12,0.48484849999999996
yoislandy izquierdo,rolando dy,12,0.4827585999999999
yoji anjo,jose aldo,5,0.44444445
yoji anjo,yuki kondo,5,0.5263158
yoji anjo,joe soto,6,0.3529412
yoji anjo,caol uno,6,0.47058824
yoji anjo,rob font,7,0.3529412
yoshihiro akiyama,michihiro omigawa,7,0.5882353
yoshihiro akiyama,yoshiki takahashi,9,0.64705884
yoshihiro akiyama,dhiego lima,10,0.5
yoshihiro akiyama,yoshiyuki yoshida,10,0.5294118
yoshihiro akiyama,jessin ayari,11,0.41379312
yui chul nam,hyun gyu lim,7,0.5
yui chul nam,luis pena,8,0.47619048
yui chul nam,tyson nam,8,0.47619048
yui chul nam,yan xiaonan,8,0.34782609999999997
yui chul nam,daichi abe,8,0.45454547
yuri vaulin,yuki sasaki,6,0.54545456
yuri vaulin,joe lauzon,7,0.3809524
yuri vaulin,uriah hall,7,0.5714286
yuri vaulin,tony martin,7,0.45454547
yuri vaulin,juliana lima,7,0.4347826
yushin okami,dustin ortiz,6,0.5833333
yushin okami,jessin ayari,6,0.5
yushin okami,dustin neace,6,0.5
yushin okami,tyson nam,7,0.5714286
yushin okami,juan adams,7,0.45454547
yusuke kasuya,dustin kimura,7,0.46153846
yusuke kasuya,yuki sasaki,7,0.5833333
yusuke kasuya,ulka sasaki,8,0.5
yusuke kasuya,justine kish,8,0.48
yusuke kasuya,yuta sasaki,8,0.5
zane frazier,dan cramer,5,0.6363635999999999
zane frazier,jake collier,6,0.5
zane frazier,shane roller,6,0.5833333
zane frazier,dave strasser,6,0.56
zane frazier,james krause,7,0.5
zelim imadaev,reza madadi,7,0.5
zelim imadaev,tim means,8,0.45454547
zelim imadaev,sergio moraes,8,0.46153846
zelim imadaev,demian maia,8,0.5
zelim imadaev,islam makhachev,8,0.5714286
zhang lipeng,zhang weili,6,0.6956521999999999
zhang lipeng,shane young,6,0.5217391
zhang lipeng,zhang tiequan,6,0.72
zhang lipeng,song yadong,7,0.4347826
zhang lipeng,ariane lipski,7,0.48
zu anyanwu,juan adams,7,0.4
zu anyanwu,petr yan,7,0.44444445
zu anyanwu,ryan janes,7,0.4
zu anyanwu,kj noons,7,0.33333334
zu anyanwu,luiz cane,7,0.42105263
