x,y,score,ratio
leah letson,roy nelson,6,0.47619048
leah letson,walel watson,6,0.6086956
leah letson,ryan jensen,6,0.45454547
leah letson,dan lauzon,6,0.47619048
leandro issa,leandro silva,3,0.8
leandro issa,claudio silva,7,0.56
leandro issa,andre fili,7,0.54545456
leandro issa,alejandro perez,7,0.5925925999999999
leandro issa,leonardo mafra,7,0.53846157
lee murray,jeff curran,5,0.5714286
lee murray,ed herman,6,0.42105263
lee murray,alex morono,6,0.47619048
lee murray,luke jumeau,6,0.47619048
lee murray,mike perry,6,0.5
leigh remedios,luis ramos,7,0.5833333
leigh remedios,lisa ellis,8,0.5
leigh remedios,keith jardine,8,0.5185185
leigh remedios,tim means,9,0.4347826
leigh remedios,polo reyes,9,0.5
leo kuntz,nik lentz,5,0.5555555999999999
leo kuntz,rob font,6,0.47058824
leo kuntz,alex white,6,0.42105263
leo kuntz,pedro munhoz,6,0.5714286
leo kuntz,alex perez,6,0.42105263
leon edwards,yves edwards,4,0.75
leon edwards,justin edwards,5,0.6923077
leon edwards,john howard,6,0.6086956
leon edwards,juan adams,7,0.45454547
leon edwards,johnny eduardo,7,0.61538464
leonardo augusto leleco,leonardo santos,12,0.6315789
leonardo augusto leleco,augusto mendes,14,0.5405405
leonardo augusto leleco,leonardo mafra,14,0.5405405
leonardo augusto leleco,leonard garcia,14,0.5405405
leonardo augusto leleco,ronaldo souza,15,0.44444445
leonardo morales,leonardo mafra,5,0.8
leonardo morales,leonardo santos,6,0.7096774
leonardo morales,sergio moraes,7,0.6896551999999999
leonardo morales,leonard garcia,7,0.6666667
leonardo morales,ricardo ramos,8,0.55172414
lewis gonzalez,pearl gonzalez,4,0.71428573
lewis gonzalez,luis pena,8,0.5217391
lewis gonzalez,kevin souza,8,0.48
lewis gonzalez,thiago alves,9,0.46153846
lewis gonzalez,sergio moraes,9,0.44444445
liu pingyuan,li jingliang,5,0.6666667
liu pingyuan,luis pena,7,0.5714286
liu pingyuan,xiaonan yan,7,0.4347826
liu pingyuan,cat zingano,7,0.5217391
liu pingyuan,bj penn,8,0.42105263
livinha souza,kevin souza,4,0.75
livinha souza,livia renata souza,6,0.7741935000000001
livinha souza,ronaldo souza,7,0.61538464
livinha souza,louis smolka,8,0.48
livinha souza,jimi manuwa,8,0.41666666
lowell anderson,corey anderson,4,0.7586206999999999
lowell anderson,megan anderson,6,0.6896551999999999
lowell anderson,luke sanders,7,0.6666667
lowell anderson,john gunderson,7,0.62068963
lowell anderson,karl roberson,8,0.5
luana carolina,shane carwin,6,0.61538464
luana carolina,roan carneiro,7,0.5185185
luana carolina,lucas martins,7,0.5925925999999999
luana carolina,julia avila,8,0.48
luana carolina,tony martin,8,0.48
lucio linhares,luis pena,8,0.5217391
lucio linhares,tecia torres,8,0.46153846
lucio linhares,luke sanders,8,0.46153846
lucio linhares,luan chagas,8,0.48
lucio linhares,luiz cane,8,0.5217391
luigi vendramini,luigi fioravanti,7,0.625
luigi vendramini,luis pena,9,0.56
luigi vendramini,paige vanzant,9,0.4827585999999999
luigi vendramini,luis henrique,9,0.55172414
luigi vendramini,luis ramos,9,0.53846157
luiz dutra,luis pena,5,0.5263158
luiz dutra,luiz cane,5,0.6315789
luiz dutra,luke jumeau,6,0.47619048
luiz dutra,luis ramos,6,0.6
luiz dutra,hugo duarte,6,0.47619048
lukasz sajewski,luke sanders,8,0.5925925999999999
lukasz sajewski,ulka sasaki,8,0.6923077
lukasz sajewski,yuta sasaki,8,0.61538464
lukasz sajewski,yuki sasaki,8,0.61538464
lukasz sajewski,bartosz fabinski,9,0.516129
luke cummo,luke jumeau,4,0.6666667
luke cummo,mike guymon,5,0.5714286
luke cummo,luke caudillo,5,0.6956521999999999
luke cummo,ryan jimmo,6,0.4
luke cummo,mike rio,6,0.44444445
lyman good,allan goes,5,0.6
lyman good,ryan hall,6,0.42105263
lyman good,aspen ladd,7,0.4
lyman good,demian maia,7,0.3809524
lyman good,ryan spann,7,0.4
maciej jewtuszko,daniel spitz,10,0.42857143
maciej jewtuszko,daniel teymur,10,0.41379312
maciej jewtuszko,michel batista,10,0.4
maciej jewtuszko,marcel fortuna,10,0.46666667
maciej jewtuszko,javier vazquez,10,0.4
maia stevenson,joe stevenson,4,0.7407406999999999
maia stevenson,dan severn,7,0.5833333
maia stevenson,karl roberson,8,0.44444445
maia stevenson,cub swanson,8,0.48
maia stevenson,megan anderson,8,0.5
mairbek taisumov,saparbek safarov,8,0.5625
mairbek taisumov,mark munoz,9,0.53846157
mairbek taisumov,mike easton,9,0.5185185
mairbek taisumov,maiquel falcao,9,0.46666667
mairbek taisumov,marvin eastman,9,0.46666667
makwan amirkhani,nad narimani,9,0.5
makwan amirkhani,kwan ho kwak,9,0.5
makwan amirkhani,sirwan kakai,9,0.5714286
makwan amirkhani,martin kampmann,9,0.516129
makwan amirkhani,mario miranda,9,0.55172414
manuel rodriguez,marina rodriguez,4,0.8125
manuel rodriguez,mike rodriguez,4,0.8
manuel rodriguez,yair rodriguez,5,0.73333335
manuel rodriguez,daniel cormier,8,0.6
manuel rodriguez,marcel fortuna,8,0.53333336
manvel gamburyan,daniel sarafian,8,0.58064514
manvel gamburyan,maycee barber,9,0.4827585999999999
manvel gamburyan,daniel teymur,9,0.55172414
manvel gamburyan,montel jackson,9,0.46666667
manvel gamburyan,jenel lausa,9,0.5185185
marcandre barriault,marina rodriguez,11,0.51428574
marcandre barriault,maycee barber,11,0.5625
marcandre barriault,mark de la rosa,11,0.5294118
marcandre barriault,andre fili,11,0.55172414
marcandre barriault,marion reneau,11,0.5
marcelo aguiar,marco ruas,6,0.6666667
marcelo aguiar,marcel fortuna,7,0.64285713
marcelo aguiar,marcio cruz,7,0.56
marcelo aguiar,mauricio rua,8,0.61538464
marcelo aguiar,maycee barber,8,0.5185185
marcelo golm,marcio cruz,6,0.5217391
marcelo golm,marco ruas,6,0.54545456
marcelo golm,darren till,7,0.4347826
marcelo golm,mickey gall,7,0.5217391
marcelo golm,holly holm,7,0.45454547
marcelo guimaraes,marcus brimage,8,0.58064514
marcelo guimaraes,carmelo marrero,8,0.625
marcelo guimaraes,marco ruas,8,0.6666667
marcelo guimaraes,sergio moraes,9,0.53333336
marcelo guimaraes,maycee barber,9,0.53333336
marcelo mello,darren till,7,0.5
marcelo mello,marco beltran,7,0.61538464
marcelo mello,marcus aurelio,7,0.5925925999999999
marcelo mello,carmelo marrero,7,0.64285713
marcelo mello,marcio cruz,7,0.5
marcin bandel,maycee barber,6,0.53846157
marcin bandel,ryan bader,6,0.6086956
marcin bandel,marcus jones,6,0.56
marcin bandel,curtis blaydes,7,0.5185185
marcin bandel,marion reneau,7,0.61538464
marcin held,marcio cruz,5,0.54545456
marcin held,mark hall,5,0.6
marcin held,darren till,6,0.45454547
marcin held,ryan hall,6,0.5
marcin held,james head,6,0.47619048
marcin prachnio,kron gracie,8,0.53846157
marcin prachnio,marvin vettori,8,0.55172414
marcin prachnio,mario miranda,8,0.5714286
marcin prachnio,marcus davis,8,0.5185185
marcin prachnio,marcus aurelio,8,0.55172414
marcin tybura,marcio cruz,6,0.5833333
marcin tybura,mauricio rua,7,0.64
marcin tybura,marvin vettori,7,0.5925925999999999
marcin tybura,cris cyborg,7,0.5
marcin tybura,david teymur,7,0.56
marcin wrzosek,aaron rosa,7,0.5833333
marcin wrzosek,marcus jones,7,0.53846157
marcin wrzosek,marcio cruz,7,0.64
marcin wrzosek,marco ruas,7,0.5833333
marcin wrzosek,marvin vettori,8,0.5
marcio alexandre junior,alexandre pantoja,12,0.6
marcio alexandre junior,alexandre dantas,12,0.5641026
marcio alexandre junior,antonio carlos junior,13,0.59090906
marcio alexandre junior,marcus levesseur,13,0.51282054
marcio alexandre junior,houston alexander,13,0.55
marcos mariano,chris cariaso,6,0.5925925999999999
marcos mariano,marcus brimage,6,0.64285713
marcos mariano,mario miranda,6,0.6666667
marcos mariano,marcus davis,6,0.61538464
marcos mariano,marcus aurelio,6,0.71428573
marcus bossett,marcus jones,5,0.6923077
marcus bossett,matt bessette,6,0.6666667
marcus bossett,marcus brimage,6,0.64285713
marcus bossett,marcus levesseur,6,0.6666667
marcus bossett,markus perez,7,0.53846157
marcus silveira,marcus davis,6,0.6666667
marcus silveira,charles oliveira,7,0.6451613
marcus silveira,marcos vinicius,7,0.53333336
marcus silveira,marcus jones,7,0.5925925999999999
marcus silveira,marcus aurelio,7,0.62068963
mario bautista,michel batista,6,0.71428573
mario bautista,marco beltran,7,0.5925925999999999
mario bautista,mario miranda,7,0.5925925999999999
mario bautista,marco ruas,7,0.5833333
mario bautista,al iaquinta,8,0.56
mario neto,marion reneau,5,0.6956521999999999
mario neto,marcio cruz,5,0.5714286
mario neto,carlos newton,5,0.6956521999999999
mario neto,marco ruas,5,0.5
mario neto,mark kerr,5,0.5263158
mark bocek,mark holst,4,0.6
mark bocek,mark munoz,5,0.6
mark bocek,mark coleman,5,0.6363635999999999
mark bocek,mark hughes,5,0.5714286
mark bocek,mark kerr,5,0.6315789
mark godbeer,mark kerr,5,0.6666667
mark godbeer,mark eddiva,6,0.5217391
mark godbeer,matt dwyer,6,0.54545456
mark godbeer,matt hobar,6,0.54545456
mark godbeer,mark holst,6,0.54545456
mark hunt,mark munoz,3,0.7368420999999999
mark hunt,mark holst,3,0.7368420999999999
mark hunt,mark hall,3,0.6666667
mark hunt,mark hughes,4,0.7
mark hunt,mark kerr,4,0.5555555999999999
mark scanlon,mark schultz,4,0.6666667
mark scanlon,mark munoz,5,0.6363635999999999
mark scanlon,mark hall,5,0.6666667
mark scanlon,cub swanson,6,0.5217391
mark scanlon,matt schnell,6,0.5833333
mark weir,mark kerr,2,0.7777778000000001
mark weir,mark hall,4,0.5555555999999999
mark weir,nick hein,5,0.44444445
mark weir,frank mir,5,0.5555555999999999
mark weir,mark eddiva,5,0.7
marlon moraes,sergio moraes,5,0.6923077
marlon moraes,sarah moras,5,0.6666667
marlon moraes,sheymon moraes,5,0.7407406999999999
marlon moraes,carlo prater,6,0.64
marlon moraes,aaron rosa,6,0.6086956
marlon vera,brandon vera,4,0.6956521999999999
marlon vera,marion reneau,5,0.6666667
marlon vera,karlos vemola,5,0.6666667
marlon vera,aaron rosa,5,0.6666667
marlon vera,mark kerr,5,0.6
martin bravo,matt brown,6,0.6363635999999999
martin bravo,marcio cruz,6,0.5217391
martin bravo,aaron brink,6,0.5217391
martin bravo,renan barao,7,0.6086956
martin bravo,matt frevola,7,0.5833333
martin day,jason day,4,0.6315789
martin day,matt wiman,6,0.5
martin day,nate diaz,6,0.5263158
martin day,hacran dias,6,0.5714286
martin day,nathan coy,6,0.5
martin svensson,marvin vettori,7,0.62068963
martin svensson,mats nilsson,7,0.6666667
martin svensson,martin kampmann,7,0.6
martin svensson,aaron simpson,7,0.5714286
martin svensson,marvin eastman,7,0.62068963
maryna moroz,mark munoz,5,0.6363635999999999
maryna moroz,markus perez,6,0.5
maryna moroz,sarah moras,6,0.6086956
maryna moroz,marcio cruz,6,0.5217391
maryna moroz,marina rodriguez,7,0.64285713
masanori kanehara,lando vannata,10,0.53333336
masanori kanehara,marion reneau,10,0.53333336
masanori kanehara,rani yahya,10,0.5185185
masanori kanehara,takanori gomi,10,0.46666667
masanori kanehara,jason reinhardt,10,0.5625
masio fullen,jason miller,6,0.5833333
masio fullen,travis fulton,6,0.56
masio fullen,bas rutten,6,0.54545456
masio fullen,fabio gurgel,6,0.5
masio fullen,claudio puelles,7,0.5925925999999999
masutatsu yano,matt wiman,8,0.5833333
masutatsu yano,petr yan,9,0.45454547
masutatsu yano,xiaonan yan,9,0.48
masutatsu yano,cat zingano,9,0.48
masutatsu yano,rashad evans,9,0.46153846
matt andersen,megan anderson,5,0.7407406999999999
matt andersen,matt van buren,5,0.7407406999999999
matt andersen,corey anderson,6,0.5925925999999999
matt andersen,eryk anders,6,0.5833333
matt andersen,matt brown,6,0.6086956
matt lucas,matt wiman,4,0.6
matt lucas,matt hobar,4,0.6
matt lucas,matt hughes,4,0.6666667
matt lucas,matt brown,5,0.5
matt lucas,matt dwyer,5,0.5
matt sayles,matt dwyer,4,0.6666667
matt sayles,matt hughes,4,0.6363635999999999
matt sayles,matt schnell,5,0.6086956
matt sayles,matt hamill,5,0.6363635999999999
matt sayles,matt grice,5,0.5714286
matthew riddle,matthew lopez,6,0.7407406999999999
matthew riddle,matt mitrione,7,0.5925925999999999
matthew riddle,matt grice,7,0.6666667
matthew riddle,matt wiman,8,0.5
matthew riddle,matt frevola,8,0.53846157
maurice greene,maurice smith,6,0.5925925999999999
maurice greene,mauricio rua,7,0.61538464
maurice greene,marion reneau,7,0.6666667
maurice greene,rick glenn,7,0.5833333
maurice greene,mauricio rua c,7,0.5714286
mayra bueno silva,claudio silva,8,0.6
mayra bueno silva,assuerio silva,8,0.6451613
mayra bueno silva,joaquim silva,9,0.53333336
mayra bueno silva,anderson silva,9,0.58064514
mayra bueno silva,antonio silva,9,0.6
melton bowen,matt brown,6,0.6363635999999999
melton bowen,delson heleno,6,0.56
melton bowen,waylon lowe,6,0.6086956
melton bowen,benito lopez,7,0.5
melton bowen,desmond green,7,0.48
merab dvalishvili,levan makashvili,7,0.6060606
merab dvalishvili,marc diakiese,11,0.46666667
merab dvalishvili,chris fishgold,11,0.38709676
merab dvalishvili,bojan velickovic,11,0.42424244
merab dvalishvili,mac danzig,11,0.44444445
michael chiesa,michael graves,5,0.71428573
michael chiesa,michael kuiper,5,0.71428573
michael chiesa,michael johnson,6,0.6896551999999999
michael chiesa,michael trizano,6,0.6896551999999999
michael chiesa,michel batista,6,0.71428573
michael patt,michel batista,5,0.7692308000000001
michael patt,michael graves,5,0.6923077
michael patt,mickey gall,6,0.5217391
michael patt,michael trizano,6,0.6666667
michael patt,michael bisping,6,0.6666667
michal oleksiejczuk,nick osipczak,10,0.5625
michal oleksiejczuk,mirsad bektic,11,0.5
michal oleksiejczuk,michael kuiper,11,0.6060606
michal oleksiejczuk,michael johnson,12,0.5294118
michal oleksiejczuk,joanna jedrzejczyk,12,0.43243244
michel pereira,mike perry,6,0.6666667
michel pereira,michel prazeres,6,0.7586206999999999
michel pereira,michel batista,6,0.64285713
michel pereira,viviane pereira,6,0.6896551999999999
michel pereira,michael trizano,7,0.6896551999999999
michel quinones,jose quinonez,6,0.64285713
michel quinones,michel prazeres,6,0.6
michel quinones,michael kuiper,6,0.6896551999999999
michel quinones,michael johnson,7,0.6666667
michel quinones,michael trizano,7,0.6666667
michinori tanaka,michihiro omigawa,8,0.54545456
michinori tanaka,li jingliang,10,0.42857143
michinori tanaka,ricardo lamas,10,0.41379312
michinori tanaka,jimi manuwa,10,0.44444445
michinori tanaka,michael trizano,10,0.516129
mickael lebout,michael mcbride,7,0.55172414
mickael lebout,michael graves,7,0.5714286
mickael lebout,michael kuiper,7,0.5714286
mickael lebout,michael johnson,8,0.55172414
mickael lebout,tim elliott,8,0.48
mike ciesnolevicz,mike pierce,9,0.5714286
mike ciesnolevicz,mike swick,9,0.5925925999999999
mike ciesnolevicz,mike wessel,9,0.5714286
mike ciesnolevicz,mike rodriguez,10,0.516129
mike ciesnolevicz,mike pyle,10,0.53846157
mike davis,phil davis,4,0.7
mike davis,mike rio,4,0.6666667
mike davis,mike perry,5,0.5
mike davis,mike pyle,5,0.5263158
mike davis,mike swick,5,0.6
mike grundy,mike perry,5,0.6666667
mike grundy,mike rhodes,5,0.6363635999999999
mike grundy,mike rio,5,0.6315789
mike grundy,mike ricci,5,0.5714286
mike grundy,mike brown,5,0.6666667
mike jackson,montel jackson,4,0.7692308000000001
mike jackson,mike easton,4,0.7826086999999999
mike jackson,damon jackson,5,0.72
mike jackson,mike russow,5,0.6086956
mike jackson,mike guymon,5,0.6086956
mike king,mike rio,3,0.7058824
mike king,mike kyle,3,0.6666667
mike king,mike pyle,4,0.5555555999999999
mike king,mike swick,4,0.6315789
mike king,nick ring,4,0.6666667
mike lullo,mike pyle,4,0.6315789
mike lullo,mike rio,4,0.6666667
mike lullo,mike russow,4,0.6666667
mike lullo,mike guymon,4,0.6666667
mike lullo,mike kyle,4,0.6315789
mike nickels,mike swick,5,0.72727275
mike nickels,mike rhodes,5,0.6086956
mike nickels,mike ricci,5,0.6363635999999999
mike nickels,mike wessel,5,0.6086956
mike nickels,mike kyle,5,0.6666667
mike santiago,jorge santiago,4,0.7407406999999999
mike santiago,mike swick,6,0.6086956
mike santiago,mike easton,6,0.6666667
mike santiago,mike rio,6,0.6666667
mike santiago,luke sanders,7,0.48
mike stumpf,mike swick,5,0.5714286
mike stumpf,mike guymon,5,0.6363635999999999
mike stumpf,mike perry,6,0.5714286
mike stumpf,mike pyle,6,0.6
mike stumpf,mike pierce,6,0.54545456
mike wilkinson,mike swick,7,0.6666667
mike wilkinson,mats nilsson,7,0.53846157
mike wilkinson,mike easton,7,0.64
mike wilkinson,mike rio,7,0.6363635999999999
mike wilkinson,mike ricci,7,0.5833333
milton vieira,ketlen vieira,5,0.6923077
milton vieira,rodolfo vieira,6,0.6666667
milton vieira,wilson reis,6,0.5833333
milton vieira,viktor pesta,7,0.48
milton vieira,dustin kimura,7,0.46153846
minoki ichihara,teruto ishihara,7,0.6
minoki ichihara,mizuki inoue,9,0.44444445
minoki ichihara,iuri alcantara,9,0.4827585999999999
minoki ichihara,mike ricci,9,0.56
minoki ichihara,mauricio rua,10,0.44444445
minotauro nogueira,marina rodriguez,11,0.5294118
minotauro nogueira,ronaldo souza,11,0.4516129
minotauro nogueira,glover teixeira,11,0.42424244
minotauro nogueira,mizuki inoue,11,0.53333336
minotauro nogueira,rodolfo vieira,11,0.4375
mizuto hirota,mizuki inoue,6,0.56
mizuto hirota,paulo costa,8,0.5
mizuto hirota,teruto ishihara,8,0.5714286
mizuto hirota,vitor miranda,8,0.53846157
mizuto hirota,matt brown,8,0.4347826
moti horenstein,scott jorgensen,7,0.6666667
moti horenstein,marion reneau,9,0.5
moti horenstein,tony martin,9,0.46153846
moti horenstein,tom breese,9,0.48
moti horenstein,kyoji horiguchi,9,0.46666667
motonobu tezuka,ion cutelaba,9,0.44444445
motonobu tezuka,tony desouza,9,0.5185185
motonobu tezuka,antonio silva,10,0.42857143
motonobu tezuka,yaotzin meza,10,0.5185185
motonobu tezuka,tito ortiz,10,0.4
movsar evloev,amar suloev,6,0.6666667
movsar evloev,sam alvey,8,0.45454547
movsar evloev,tonya evinger,8,0.46153846
movsar evloev,sultan aliev,8,0.48
movsar evloev,lisa ellis,8,0.4347826
murilo bustamante,marco beltran,9,0.53333336
murilo bustamante,marvin eastman,9,0.58064514
murilo bustamante,cody stamann,10,0.55172414
murilo bustamante,maximo blanco,10,0.46666667
murilo bustamante,marcus brimage,10,0.4516129
nadia kassem,james krause,7,0.5
nadia kassem,cyril asker,7,0.4347826
nadia kassem,kevin casey,7,0.4347826
nadia kassem,hayder hassan,7,0.48
nadia kassem,jamie varner,7,0.41666666
nandor guelmino,junior albini,8,0.5
nandor guelmino,andre ewell,9,0.53846157
nandor guelmino,brandon moreno,9,0.55172414
nandor guelmino,andre fili,9,0.56
nandor guelmino,darren elkins,9,0.5
naoki inoue,mizuki inoue,4,0.6956521999999999
naoki inoue,caol uno,6,0.5263158
naoki inoue,niko price,7,0.47619048
naoki inoue,dan ige,7,0.44444445
naoki inoue,kyle noke,7,0.5
naoyuki kotani,yuki sasaki,7,0.56
naoyuki kotani,yuki kondo,7,0.6666667
naoyuki kotani,paulo costa,9,0.48
naoyuki kotani,nicco montano,9,0.5185185
naoyuki kotani,nad narimani,9,0.46153846
nasrat haqparast,brad tavares,9,0.5
nasrat haqparast,sarah moras,9,0.5185185
nasrat haqparast,walt harris,9,0.5185185
nasrat haqparast,nate marquardt,9,0.6
nasrat haqparast,carla esparza,10,0.55172414
nathaniel wood,nathan coy,6,0.6666667
nathaniel wood,mats nilsson,8,0.46153846
nathaniel wood,daniel spohn,8,0.53846157
nathaniel wood,nate mohr,8,0.5217391
nathaniel wood,nate diaz,9,0.5217391
neil seery,neil magny,4,0.6
neil seery,sean sherk,5,0.5
neil seery,neil grove,5,0.6
neil seery,kevin lee,6,0.5263158
neil seery,mike perry,6,0.5
neil wain,neil magny,3,0.7368420999999999
neil wain,petr yan,5,0.47058824
neil wain,nick hein,5,0.5555555999999999
neil wain,phil davis,5,0.5263158
neil wain,neil grove,5,0.5263158
nick agallar,mickey gall,6,0.6956521999999999
nick agallar,rick glenn,6,0.54545456
nick agallar,nick diaz,6,0.5714286
nick agallar,nick catone,6,0.5217391
nick agallar,nick pace,6,0.5714286
nick penner,nick hein,4,0.7
nick penner,nick denis,4,0.6666667
nick penner,nick pace,4,0.7
nick penner,nik lentz,5,0.6
nick penner,rick glenn,5,0.6666667
nick roehrick,niko price,6,0.6086956
nick roehrick,nick hein,6,0.6363635999999999
nick roehrick,nick ring,6,0.6363635999999999
nick roehrick,nick denis,6,0.6086956
nick roehrick,nick diaz,7,0.54545456
nick sanzo,nick diaz,4,0.7368420999999999
nick sanzo,nick ring,4,0.6315789
nick sanzo,nick denis,4,0.6
nick sanzo,nick pace,4,0.6315789
nick sanzo,nick hein,5,0.6315789
nick serra,nick hein,4,0.6315789
nick serra,rick story,4,0.6
nick serra,nick denis,4,0.6
nick serra,matt serra,4,0.6
nick serra,mike perry,5,0.6
nicolae negumereanu,michelle waterson,12,0.44444445
nicolae negumereanu,luke jumeau,12,0.53333336
nicolae negumereanu,nicolas dalby,12,0.5
nicolae negumereanu,nicco montano,12,0.5
nicolae negumereanu,nad narimani,12,0.4516129
nissen osterneck,ken stone,9,0.56
nissen osterneck,sean sherk,9,0.61538464
nissen osterneck,sean sherk c,9,0.5714286
nissen osterneck,ben askren,10,0.46153846
nissen osterneck,steven peterson,10,0.516129
noe hernandez,ed herman,7,0.6363635999999999
noe hernandez,alexander hernandez,7,0.75
noe hernandez,jose quinonez,7,0.53846157
noe hernandez,dave herman,7,0.5833333
noe hernandez,manny bermudez,8,0.5185185
nolan ticman,alan jouban,6,0.5217391
nolan ticman,ryan thomas,6,0.5217391
nolan ticman,matt wiman,7,0.54545456
nolan ticman,molly mccann,7,0.5
nolan ticman,polyana viana,7,0.64
norman parke,gokhan saki,6,0.5217391
norman parke,jordan radev,6,0.5833333
norman parke,logan clark,6,0.6086956
norman parke,renan barao,7,0.5217391
norman parke,ryan spann,7,0.54545456
oli thompson,josh thomson,4,0.75
oli thompson,nick thompson,4,0.8
oli thompson,din thomas,6,0.6363635999999999
oli thompson,stephen thompson,7,0.64285713
oli thompson,john dodson,7,0.5217391
oliver enkamp,laverne clark,8,0.46153846
oliver enkamp,luis pena,9,0.54545456
oliver enkamp,tyson nam,9,0.45454547
oliver enkamp,glover teixeira,9,0.5
oliver enkamp,ilir latifi,9,0.41666666
orlando wiet,rolando dy,6,0.6363635999999999
orlando wiet,frank mir,7,0.47619048
orlando wiet,brandon vera,7,0.5833333
orlando wiet,brian bowles,7,0.5
orlando wiet,brandon wolff,7,0.56
paddy holohan,cody donovan,6,0.56
paddy holohan,max holloway,7,0.56
paddy holohan,barb honchak,7,0.48
paddy holohan,peggy morgan,7,0.48
paddy holohan,mark coleman,7,0.48
pannie kianzad,paige vanzant,7,0.6666667
pannie kianzad,sanae kikuta,7,0.53846157
pannie kianzad,calvin kattar,8,0.44444445
pannie kianzad,nate diaz,8,0.5217391
pannie kianzad,frankie saenz,8,0.5925925999999999
pat audinwood,cat zingano,8,0.5
pat audinwood,nathan coy,8,0.4347826
pat audinwood,nate diaz,9,0.45454547
pat audinwood,al iaquinta,9,0.5
pat audinwood,zak cummings,9,0.4
pat barry,pat healy,4,0.6666667
pat barry,dan hardy,4,0.5555555999999999
pat barry,nate quarry,4,0.7
pat barry,walt harris,5,0.6
pat barry,ray borg,5,0.47058824
pat schilling,matt schnell,7,0.64
pat schilling,sam sicilia,7,0.5833333
pat schilling,ron stallings,7,0.53846157
pat schilling,pat healy,7,0.54545456
pat schilling,pat miletich,7,0.56
patrick walsh,patrick smith,4,0.7692308000000001
patrick walsh,patrick cote,5,0.64
patrick walsh,patrick williams,6,0.7586206999999999
patrick walsh,patrick cummins,7,0.64285713
patrick walsh,mark holst,7,0.5217391
paul craig,paul sass,4,0.6315789
paul craig,paulo costa,5,0.6666667
paul craig,paul bradley,5,0.6363635999999999
paul craig,paul daley,5,0.6
paul craig,paul jones,5,0.5
paul creighton,rob broughton,7,0.5185185
paul creighton,karl roberson,8,0.5185185
paul creighton,macy chiasson,8,0.44444445
paul creighton,paul felder,8,0.48
paul creighton,paulo costa,8,0.56
paul georgieff,paul felder,7,0.56
paul georgieff,paul jones,7,0.5833333
paul georgieff,phil de fries,8,0.5185185
paul georgieff,paul bradley,8,0.53846157
paul georgieff,paul daley,8,0.5
paul herrera,paul felder,4,0.6956521999999999
paul herrera,geane herrera,4,0.72
paul herrera,alvaro herrera,5,0.7692308000000001
paul herrera,matt serra,6,0.54545456
paul herrera,paul daley,6,0.54545456
paul kelly,dan kelly,3,0.7368420999999999
paul kelly,paul daley,3,0.7
paul kelly,paul felder,4,0.6666667
paul kelly,pat healy,4,0.6315789
paul kelly,chas skelly,5,0.6666667
paul redmond,paul felder,6,0.6086956
paul redmond,paul bradley,6,0.5833333
paul redmond,paul daley,6,0.54545456
paul redmond,paul jones,6,0.6363635999999999
paul redmond,paul varelans,6,0.64
paul rodriguez,yair rodriguez,3,0.78571427
paul rodriguez,mike rodriguez,4,0.71428573
paul rodriguez,marina rodriguez,5,0.73333335
paul rodriguez,paul bradley,7,0.61538464
paul rodriguez,paul daley,7,0.5833333
paul taylor,paul daley,4,0.6666667
paul taylor,paul felder,5,0.6363635999999999
paul taylor,jesse taylor,5,0.6086956
paul taylor,paul sass,5,0.6
paul taylor,paul bradley,5,0.6086956
phil harris,phil davis,3,0.7619048
phil harris,walt harris,4,0.72727275
phil harris,phil baroni,4,0.72727275
phil harris,phil de fries,5,0.6666667
phil harris,gerald harris,5,0.6666667
phil johns,phil davis,4,0.6
phil johns,paul jones,4,0.7
phil johns,phil baroni,5,0.6666667
phil johns,tim means,6,0.42105263
phil johns,jon jones,6,0.5263158
philip de fries,phil de fries,2,0.9285714
philip de fries,phil davis,7,0.64
philip de fries,phillip miller,8,0.62068963
philip de fries,polo reyes,9,0.48
philip de fries,thales leites,9,0.5
phillipe nover,phillip miller,5,0.71428573
phillipe nover,willie gates,7,0.53846157
phillipe nover,phil de fries,7,0.5185185
phillipe nover,kyle noke,8,0.5217391
phillipe nover,phil davis,8,0.5
rafael carino,rafael natal,5,0.64
rafael carino,renan barao,7,0.5
rafael carino,alex morono,7,0.5
rafael carino,rafael dos anjos,7,0.6896551999999999
rafael carino,daniel cormier,7,0.5185185
rafael feijao,rafael natal,5,0.64
rafael feijao,rafael dos anjos,7,0.62068963
rafael feijao,ramsey nijem,7,0.48
rafael feijao,maiquel falcao,7,0.5185185
rafael feijao,renan barao,8,0.41666666
rafael fiziev,rafael natal,6,0.56
rafael fiziev,ramsey nijem,7,0.48
rafael fiziev,ramazan emeev,8,0.46153846
rafael fiziev,daniel spitz,8,0.48
rafael fiziev,paul felder,8,0.41666666
rainy martinez,danny martinez,2,0.85714287
rainy martinez,henry martinez,4,0.78571427
rainy martinez,tony martin,5,0.72
rainy martinez,ronny markes,6,0.61538464
rainy martinez,terry martin,6,0.6923077
rampage jackson,damon jackson,5,0.71428573
rampage jackson,montel jackson,6,0.6896551999999999
rampage jackson,quinton jackson,7,0.53333336
rampage jackson,jeremy jackson,7,0.6896551999999999
rampage jackson,randa markos,8,0.5185185
randy brown,matt brown,4,0.6666667
randy brown,ray borg,5,0.6315789
randy brown,travis browne,5,0.6666667
randy brown,mike brown,5,0.5714286
randy brown,randa markos,6,0.6086956
randy costa,paulo costa,4,0.6363635999999999
