,round_epochs,val_loss,val_accuracy,loss,accuracy,activation,batch_size,dropout,epochs,first_neuron,hidden_layers,last_activation,losses,lr,optimizer,shapes,precision,recall,fbeta_score,support
43,25,0.8001031513871818,0.5965517163276672,0.6178824071583193,0.5714989900588989,<function relu at 0x7fbc08d68620>,64,0.1,25,256,1,<function sigmoid at 0x7fbc08d68730>,<function binary_crossentropy at 0x7fbc08d980d0>,1.0,<class 'keras.optimizers.Adam'>,funnel,0.596551724137931,1.0,0.7473002159827213,
44,25,0.7627394920107962,0.5965517163276672,0.6345926036496135,0.5714989900588989,<function relu at 0x7fbc08d68620>,64,0.1,25,256,1,<function sigmoid at 0x7fbc08d68730>,<function binary_crossentropy at 0x7fbc08d980d0>,2.0,<class 'keras.optimizers.Adam'>,funnel,0.596551724137931,1.0,0.7473002159827213,
47,25,0.6757121993207383,0.5965517163276672,0.6829459348608992,0.5714989900588989,<function relu at 0x7fbc08d68620>,64,0.1,25,256,2,<function sigmoid at 0x7fbc08d68730>,<function binary_crossentropy at 0x7fbc08d980d0>,2.0,<class 'keras.optimizers.Adam'>,funnel,0.596551724137931,1.0,0.7473002159827213,
74,10,0.7405724641920506,0.5965517163276672,0.6589488034417643,0.5714989900588989,<function relu at 0x7fbc08d68620>,128,0.1,10,128,1,<function sigmoid at 0x7fbc08d68730>,<function binary_crossentropy at 0x7fbc08d980d0>,2.0,<class 'keras.optimizers.Adam'>,funnel,0.596551724137931,1.0,0.7473002159827213,
21,25,0.6725002351848558,0.5965517163276672,0.6716499895268878,0.5714989900588989,<function relu at 0x7fbc08d68620>,64,0.01,25,256,2,<function sigmoid at 0x7fbc08d68730>,<function binary_crossentropy at 0x7fbc08d980d0>,0.01,<class 'keras.optimizers.Adam'>,funnel,0.596551724137931,1.0,0.7473002159827213,
20,25,0.6745946274406609,0.5965517163276672,0.6818031817968545,0.5714989900588989,<function relu at 0x7fbc08d68620>,64,0.01,25,256,1,<function sigmoid at 0x7fbc08d68730>,<function binary_crossentropy at 0x7fbc08d980d0>,2.0,<class 'keras.optimizers.Adam'>,funnel,0.596551724137931,1.0,0.7473002159827213,
140,25,0.8326496960102827,0.5965517163276672,0.5751282071926185,0.5714989900588989,<function relu at 0x7fbc08d68620>,256,0.1,25,256,1,<function sigmoid at 0x7fbc08d68730>,<function binary_crossentropy at 0x7fbc08d980d0>,2.0,<class 'keras.optimizers.Adam'>,funnel,0.596551724137931,1.0,0.7473002159827213,
4,10,0.7117743577080211,0.5965517163276672,0.5905798037611756,0.7011834383010864,<function relu at 0x7fbc08d68620>,64,0.01,10,128,2,<function sigmoid at 0x7fbc08d68730>,<function binary_crossentropy at 0x7fbc08d980d0>,1.0,<class 'keras.optimizers.Adam'>,funnel,0.6183098591549295,0.8458574181117534,0.7144019528071602,
132,25,0.6999770097348882,0.5965517163276672,0.6957300424105552,0.5714989900588989,<function relu at 0x7fbc08d68620>,256,0.1,25,128,1,<function sigmoid at 0x7fbc08d68730>,<function binary_crossentropy at 0x7fbc08d980d0>,0.01,<class 'keras.optimizers.Adam'>,funnel,0.596551724137931,1.0,0.7473002159827213,
131,10,0.6795327031749419,0.5965517163276672,0.6844599168211281,0.5714989900588989,<function relu at 0x7fbc08d68620>,256,0.1,10,256,2,<function sigmoid at 0x7fbc08d68730>,<function binary_crossentropy at 0x7fbc08d980d0>,2.0,<class 'keras.optimizers.Adam'>,funnel,0.596551724137931,1.0,0.7473002159827213,
90,25,0.7014385775588025,0.5965517163276672,0.6792586295327256,0.5714989900588989,<function relu at 0x7fbc08d68620>,128,0.1,25,256,1,<function sigmoid at 0x7fbc08d68730>,<function binary_crossentropy at 0x7fbc08d980d0>,0.01,<class 'keras.optimizers.Adam'>,funnel,0.596551724137931,1.0,0.7473002159827213,
11,10,0.676602563775819,0.5965517163276672,0.6830609978068275,0.5714989900588989,<function relu at 0x7fbc08d68620>,64,0.01,10,256,2,<function sigmoid at 0x7fbc08d68730>,<function binary_crossentropy at 0x7fbc08d980d0>,2.0,<class 'keras.optimizers.Adam'>,funnel,0.596551724137931,1.0,0.7473002159827213,
126,10,0.6952946576578863,0.5965517163276672,0.7246069419078338,0.526627242565155,<function relu at 0x7fbc08d68620>,256,0.1,10,256,1,<function sigmoid at 0x7fbc08d68730>,<function binary_crossentropy at 0x7fbc08d980d0>,0.01,<class 'keras.optimizers.Adam'>,funnel,0.596551724137931,1.0,0.7473002159827213,
93,25,0.6878008731480303,0.5965517163276672,0.6816794377342014,0.5714989900588989,<function relu at 0x7fbc08d68620>,128,0.1,25,256,2,<function sigmoid at 0x7fbc08d68730>,<function binary_crossentropy at 0x7fbc08d980d0>,0.01,<class 'keras.optimizers.Adam'>,funnel,0.596551724137931,1.0,0.7473002159827213,
122,10,0.7376387294681593,0.5965517163276672,0.6359313771099263,0.5714989900588989,<function relu at 0x7fbc08d68620>,256,0.1,10,128,1,<function sigmoid at 0x7fbc08d68730>,<function binary_crossentropy at 0x7fbc08d980d0>,2.0,<class 'keras.optimizers.Adam'>,funnel,0.596551724137931,1.0,0.7473002159827213,
18,25,0.6809435774540079,0.5965517163276672,0.6628784412698162,0.5714989900588989,<function relu at 0x7fbc08d68620>,64,0.01,25,256,1,<function sigmoid at 0x7fbc08d68730>,<function binary_crossentropy at 0x7fbc08d980d0>,0.01,<class 'keras.optimizers.Adam'>,funnel,0.596551724137931,1.0,0.7473002159827213,
84,25,0.6883941388678276,0.5965517163276672,0.68836775275142,0.5714989900588989,<function relu at 0x7fbc08d68620>,128,0.1,25,128,1,<function sigmoid at 0x7fbc08d68730>,<function binary_crossentropy at 0x7fbc08d980d0>,0.01,<class 'keras.optimizers.Adam'>,funnel,0.596551724137931,1.0,0.7473002159827213,
101,10,0.6832631537283974,0.5965517163276672,0.6865955698184478,0.5714989900588989,<function relu at 0x7fbc08d68620>,256,0.01,10,128,2,<function sigmoid at 0x7fbc08d68730>,<function binary_crossentropy at 0x7fbc08d980d0>,2.0,<class 'keras.optimizers.Adam'>,funnel,0.596551724137931,1.0,0.7473002159827213,
128,10,0.6882312147096655,0.5954023003578186,0.6819134795454127,0.5779092907905579,<function relu at 0x7fbc08d68620>,256,0.1,10,256,1,<function sigmoid at 0x7fbc08d68730>,<function binary_crossentropy at 0x7fbc08d980d0>,2.0,<class 'keras.optimizers.Adam'>,funnel,0.5963091118800461,0.9961464354527938,0.7460317460317459,
129,10,0.6812864731098044,0.59425288438797,0.6838702084514987,0.5710059404373169,<function relu at 0x7fbc08d68620>,256,0.1,10,256,2,<function sigmoid at 0x7fbc08d68730>,<function binary_crossentropy at 0x7fbc08d980d0>,0.01,<class 'keras.optimizers.Adam'>,funnel,0.6007281553398058,0.953757225433526,0.7371556217423678,
38,25,0.6819991051465616,0.59425288438797,0.665484456856105,0.5951676368713379,<function relu at 0x7fbc08d68620>,64,0.1,25,128,1,<function sigmoid at 0x7fbc08d68730>,<function binary_crossentropy at 0x7fbc08d980d0>,2.0,<class 'keras.optimizers.Adam'>,funnel,0.5974178403755869,0.9807321772639692,0.7425237053245807,
92,25,0.7741713196381755,0.5919540524482727,0.6236945935019845,0.6395463347434998,<function relu at 0x7fbc08d68620>,128,0.1,25,256,1,<function sigmoid at 0x7fbc08d68730>,<function binary_crossentropy at 0x7fbc08d980d0>,2.0,<class 'keras.optimizers.Adam'>,funnel,0.6027568922305765,0.9267822736030829,0.7304479878511769,
2,10,0.7073732170565376,0.5908045768737793,0.6581217657179522,0.6065088510513306,<function relu at 0x7fbc08d68620>,64,0.01,10,128,1,<function sigmoid at 0x7fbc08d68730>,<function binary_crossentropy at 0x7fbc08d980d0>,2.0,<class 'keras.optimizers.Adam'>,funnel,0.5978391356542617,0.9595375722543352,0.7366863905325445,
45,25,0.6742328687645923,0.5908045768737793,0.6698640534393416,0.5788954496383667,<function relu at 0x7fbc08d68620>,64,0.1,25,256,2,<function sigmoid at 0x7fbc08d68730>,<function binary_crossentropy at 0x7fbc08d980d0>,0.01,<class 'keras.optimizers.Adam'>,funnel,0.5959952885747939,0.9749518304431599,0.7397660818713451,
124,10,0.7011062737168937,0.5896551609039307,0.5725861939452809,0.6794871687889099,<function relu at 0x7fbc08d68620>,256,0.1,10,128,2,<function sigmoid at 0x7fbc08d68730>,<function binary_crossentropy at 0x7fbc08d980d0>,1.0,<class 'keras.optimizers.Adam'>,funnel,0.6201780415430267,0.8053949903660886,0.7007544006705784,
83,10,0.6821922676316623,0.5896551609039307,0.6810644073834315,0.5779092907905579,<function relu at 0x7fbc08d68620>,128,0.1,10,256,2,<function sigmoid at 0x7fbc08d68730>,<function binary_crossentropy at 0x7fbc08d980d0>,2.0,<class 'keras.optimizers.Adam'>,funnel,0.5955188679245284,0.9730250481695568,0.7388441843452818,
31,10,0.7042569671554127,0.588505744934082,0.6500050496067521,0.6232741475105286,<function relu at 0x7fbc08d68620>,64,0.1,10,256,1,<function sigmoid at 0x7fbc08d68730>,<function binary_crossentropy at 0x7fbc08d980d0>,1.0,<class 'keras.optimizers.Adam'>,funnel,0.5971049457177322,0.953757225433526,0.7344213649851632,
54,10,0.6988153574110447,0.5873563289642334,0.6948355805474156,0.5710059404373169,<function relu at 0x7fbc08d68620>,128,0.01,10,256,1,<function sigmoid at 0x7fbc08d68730>,<function binary_crossentropy at 0x7fbc08d980d0>,0.01,<class 'keras.optimizers.Adam'>,funnel,0.599502487562189,0.928709055876686,0.7286470143613001,
34,10,0.6957417571681669,0.5862069129943848,0.6658602815407973,0.6084812879562378,<function relu at 0x7fbc08d68620>,64,0.1,10,256,2,<function sigmoid at 0x7fbc08d68730>,<function binary_crossentropy at 0x7fbc08d980d0>,1.0,<class 'keras.optimizers.Adam'>,funnel,0.6015325670498084,0.9075144508670521,0.7235023041474655,
26,10,0.7021290298165946,0.5850574970245361,0.6629849645277922,0.6040433645248413,<function relu at 0x7fbc08d68620>,64,0.1,10,128,1,<function sigmoid at 0x7fbc08d68730>,<function binary_crossentropy at 0x7fbc08d980d0>,2.0,<class 'keras.optimizers.Adam'>,funnel,0.5944976076555024,0.9576107899807321,0.733579335793358,
1,10,0.7265969058562969,0.5839080214500427,0.6117559798370452,0.6829388737678528,<function relu at 0x7fbc08d68620>,64,0.01,10,128,1,<function sigmoid at 0x7fbc08d68730>,<function binary_crossentropy at 0x7fbc08d980d0>,1.0,<class 'keras.optimizers.Adam'>,funnel,0.6152716593245228,0.8073217726396917,0.6983333333333333,
12,25,0.6947462492975696,0.5827586054801941,0.6896478643078776,0.584319531917572,<function relu at 0x7fbc08d68620>,64,0.01,25,128,1,<function sigmoid at 0x7fbc08d68730>,<function binary_crossentropy at 0x7fbc08d980d0>,0.01,<class 'keras.optimizers.Adam'>,funnel,0.5960591133004927,0.9325626204238922,0.7272727272727273,
116,25,0.8306905101085531,0.5816091895103455,0.5646119786672573,0.7125246524810791,<function relu at 0x7fbc08d68620>,256,0.01,25,256,1,<function sigmoid at 0x7fbc08d68730>,<function binary_crossentropy at 0x7fbc08d980d0>,2.0,<class 'keras.optimizers.Adam'>,funnel,0.6051560379918589,0.859344894026975,0.710191082802548,
100,10,0.7631813933109415,0.5816091895103455,0.46165096107319264,0.7273175716400146,<function relu at 0x7fbc08d68620>,256,0.01,10,128,2,<function sigmoid at 0x7fbc08d68730>,<function binary_crossentropy at 0x7fbc08d980d0>,1.0,<class 'keras.optimizers.Adam'>,funnel,0.624,0.7514450867052023,0.6818181818181819,
55,10,0.7147810833207492,0.5816091895103455,0.6425116910972068,0.6439841985702515,<function relu at 0x7fbc08d68620>,128,0.01,10,256,1,<function sigmoid at 0x7fbc08d68730>,<function binary_crossentropy at 0x7fbc08d980d0>,1.0,<class 'keras.optimizers.Adam'>,funnel,0.5997425997425997,0.8978805394990366,0.7191358024691357,
69,25,0.6841659118389262,0.5793103575706482,0.6582145364091712,0.5892505049705505,<function relu at 0x7fbc08d68620>,128,0.01,25,256,2,<function sigmoid at 0x7fbc08d68730>,<function binary_crossentropy at 0x7fbc08d980d0>,0.01,<class 'keras.optimizers.Adam'>,funnel,0.6029609690444145,0.8631984585741811,0.7099841521394611,
50,10,0.742125216571764,0.5781609416007996,0.633923548330687,0.6444773077964783,<function relu at 0x7fbc08d68620>,128,0.01,10,128,1,<function sigmoid at 0x7fbc08d68730>,<function binary_crossentropy at 0x7fbc08d980d0>,2.0,<class 'keras.optimizers.Adam'>,funnel,0.601063829787234,0.8709055876685935,0.7112509834775768,
53,10,0.8012361052392543,0.5770114660263062,0.5040704172978975,0.7115384340286255,<function relu at 0x7fbc08d68620>,128,0.01,10,128,2,<function sigmoid at 0x7fbc08d68730>,<function binary_crossentropy at 0x7fbc08d980d0>,2.0,<class 'keras.optimizers.Adam'>,funnel,0.6080114449213162,0.8188824662813102,0.6978653530377669,
61,25,0.8223516961623882,0.5770114660263062,0.5691204906920709,0.7085798978805542,<function relu at 0x7fbc08d68620>,128,0.01,25,128,1,<function sigmoid at 0x7fbc08d68730>,<function binary_crossentropy at 0x7fbc08d980d0>,1.0,<class 'keras.optimizers.Adam'>,funnel,0.6098981077147017,0.8073217726396917,0.6948590381426203,
88,25,0.7258547401976312,0.5758620500564575,0.6506587549074162,0.6291913390159607,<function relu at 0x7fbc08d68620>,128,0.1,25,128,2,<function sigmoid at 0x7fbc08d68730>,<function binary_crossentropy at 0x7fbc08d980d0>,1.0,<class 'keras.optimizers.Adam'>,funnel,0.5961538461538461,0.8959537572254336,0.7159353348729792,
9,10,0.6977965490571384,0.5758620500564575,0.6907864531586626,0.5951676368713379,<function relu at 0x7fbc08d68620>,64,0.01,10,256,2,<function sigmoid at 0x7fbc08d68730>,<function binary_crossentropy at 0x7fbc08d980d0>,0.01,<class 'keras.optimizers.Adam'>,funnel,0.6099706744868035,0.8015414258188824,0.6927560366361365,
87,25,0.7001141831792634,0.5747126340866089,0.6995709126987871,0.5626232624053955,<function relu at 0x7fbc08d68620>,128,0.1,25,128,2,<function sigmoid at 0x7fbc08d68730>,<function binary_crossentropy at 0x7fbc08d980d0>,0.01,<class 'keras.optimizers.Adam'>,funnel,0.6103703703703703,0.7938342967244701,0.6901172529313233,
115,25,0.7461090646941086,0.5747126340866089,0.6141104601779163,0.6661735773086548,<function relu at 0x7fbc08d68620>,256,0.01,25,256,1,<function sigmoid at 0x7fbc08d68730>,<function binary_crossentropy at 0x7fbc08d980d0>,1.0,<class 'keras.optimizers.Adam'>,funnel,0.5973856209150327,0.8805394990366089,0.7118380062305296,
57,10,0.7107032926603295,0.5735632181167603,0.7097951608766936,0.5374753475189209,<function relu at 0x7fbc08d68620>,128,0.01,10,256,2,<function sigmoid at 0x7fbc08d68730>,<function binary_crossentropy at 0x7fbc08d980d0>,0.01,<class 'keras.optimizers.Adam'>,funnel,0.6335740072202166,0.6763005780346821,0.6542404473438956,
63,25,0.695022828962611,0.571264386177063,0.6910597599704825,0.5769230723381042,<function relu at 0x7fbc08d68620>,128,0.01,25,128,2,<function sigmoid at 0x7fbc08d68730>,<function binary_crossentropy at 0x7fbc08d980d0>,0.01,<class 'keras.optimizers.Adam'>,funnel,0.5940721649484536,0.8882466281310212,0.711969111969112,
16,25,1.9059735703742366,0.568965494632721,0.07402237575258729,0.9679487347602844,<function relu at 0x7fbc08d68620>,64,0.01,25,128,2,<function sigmoid at 0x7fbc08d68730>,<function binary_crossentropy at 0x7fbc08d980d0>,1.0,<class 'keras.optimizers.Adam'>,funnel,0.6157556270096463,0.7379576107899807,0.6713409290096406,
58,10,0.9039927175675315,0.5678160786628723,0.39179828974622244,0.7983234524726868,<function relu at 0x7fbc08d68620>,128,0.01,10,256,2,<function sigmoid at 0x7fbc08d68730>,<function binary_crossentropy at 0x7fbc08d980d0>,1.0,<class 'keras.optimizers.Adam'>,funnel,0.6226415094339622,0.6994219653179191,0.6588021778584392,
110,25,0.8163535804584109,0.5666666626930237,0.5724013323144329,0.7085798978805542,<function relu at 0x7fbc08d68620>,256,0.01,25,128,1,<function sigmoid at 0x7fbc08d68730>,<function binary_crossentropy at 0x7fbc08d980d0>,2.0,<class 'keras.optimizers.Adam'>,funnel,0.6020114942528736,0.8073217726396917,0.6897119341563787,
121,10,0.7076826710810606,0.565517246723175,0.6594388687163886,0.6360946893692017,<function relu at 0x7fbc08d68620>,256,0.1,10,128,1,<function sigmoid at 0x7fbc08d68730>,<function binary_crossentropy at 0x7fbc08d980d0>,1.0,<class 'keras.optimizers.Adam'>,funnel,0.6020260492040521,0.8015414258188824,0.687603305785124,
39,25,0.6984073826636391,0.565517246723175,0.7070247649676231,0.5621301531791687,<function relu at 0x7fbc08d68620>,64,0.1,25,128,2,<function sigmoid at 0x7fbc08d68730>,<function binary_crossentropy at 0x7fbc08d980d0>,0.01,<class 'keras.optimizers.Adam'>,funnel,0.5959183673469388,0.8439306358381503,0.6985645933014353,
143,25,1.1842967411567424,0.5643678307533264,0.2890237063698515,0.8461538553237915,<function relu at 0x7fbc08d68620>,256,0.1,25,256,2,<function sigmoid at 0x7fbc08d68730>,<function binary_crossentropy at 0x7fbc08d980d0>,2.0,<class 'keras.optimizers.Adam'>,funnel,0.6291512915129152,0.6570327552986512,0.642789820923657,
42,25,0.6946866661652752,0.5643678307533264,0.6912470114301648,0.5828402638435364,<function relu at 0x7fbc08d68620>,64,0.1,25,256,1,<function sigmoid at 0x7fbc08d68730>,<function binary_crossentropy at 0x7fbc08d980d0>,0.01,<class 'keras.optimizers.Adam'>,funnel,0.5938337801608579,0.8535645472061657,0.7003952569169961,
19,25,0.8989543561277719,0.5643678307533264,0.5390452365198078,0.7283037304878235,<function relu at 0x7fbc08d68620>,64,0.01,25,256,1,<function sigmoid at 0x7fbc08d68730>,<function binary_crossentropy at 0x7fbc08d980d0>,1.0,<class 'keras.optimizers.Adam'>,funnel,0.5974930362116991,0.8265895953757225,0.6936135812449473,
79,10,0.7138105092377498,0.5643678307533264,0.6328908489535782,0.6528599858283997,<function relu at 0x7fbc08d68620>,128,0.1,10,256,1,<function sigmoid at 0x7fbc08d68730>,<function binary_crossentropy at 0x7fbc08d980d0>,1.0,<class 'keras.optimizers.Adam'>,funnel,0.5966850828729282,0.8323699421965318,0.6950925181013677,
81,10,0.6893375432354281,0.5620689392089844,0.6890996422993361,0.5532544255256653,<function relu at 0x7fbc08d68620>,128,0.1,10,256,2,<function sigmoid at 0x7fbc08d68730>,<function binary_crossentropy at 0x7fbc08d980d0>,0.01,<class 'keras.optimizers.Adam'>,funnel,0.5934959349593496,0.8439306358381503,0.6968973747016707,
52,10,0.8244811018308004,0.5609195232391357,0.47306371957827836,0.790433943271637,<function relu at 0x7fbc08d68620>,128,0.01,10,128,2,<function sigmoid at 0x7fbc08d68730>,<function binary_crossentropy at 0x7fbc08d980d0>,1.0,<class 'keras.optimizers.Adam'>,funnel,0.6117455138662317,0.7225433526011561,0.6625441696113075,
120,10,0.969177911747461,0.5609195232391357,1.045814144070567,0.5355029702186584,<function relu at 0x7fbc08d68620>,256,0.1,10,128,1,<function sigmoid at 0x7fbc08d68730>,<function binary_crossentropy at 0x7fbc08d980d0>,0.01,<class 'keras.optimizers.Adam'>,funnel,0.587708066581306,0.884393063583815,0.7061538461538462,
130,10,0.7309650212868877,0.5597701072692871,0.5091850064562623,0.7564102411270142,<function relu at 0x7fbc08d68620>,256,0.1,10,256,2,<function sigmoid at 0x7fbc08d68730>,<function binary_crossentropy at 0x7fbc08d980d0>,1.0,<class 'keras.optimizers.Adam'>,funnel,0.60828025477707,0.7360308285163777,0.6660854402789886,
27,10,0.6918495971581031,0.5586206912994385,0.6950826473254894,0.5212031602859497,<function relu at 0x7fbc08d68620>,64,0.1,10,128,2,<function sigmoid at 0x7fbc08d68730>,<function binary_crossentropy at 0x7fbc08d980d0>,0.01,<class 'keras.optimizers.Adam'>,funnel,0.6415094339622641,0.5895953757225434,0.6144578313253013,
77,10,0.7259187727138914,0.5586206912994385,0.6005598816881048,0.6563116312026978,<function relu at 0x7fbc08d68620>,128,0.1,10,128,2,<function sigmoid at 0x7fbc08d68730>,<function binary_crossentropy at 0x7fbc08d980d0>,2.0,<class 'keras.optimizers.Adam'>,funnel,0.6040061633281972,0.7552986512524085,0.6712328767123288,
23,25,2.4147478980579598,0.5574712753295898,0.19550972013078496,0.9477317333221436,<function relu at 0x7fbc08d68620>,64,0.01,25,256,2,<function sigmoid at 0x7fbc08d68730>,<function binary_crossentropy at 0x7fbc08d980d0>,2.0,<class 'keras.optimizers.Adam'>,funnel,0.6109271523178808,0.7109826589595376,0.6571682991985752,
0,10,0.7036640230266528,0.5551724433898926,0.6977377971248514,0.557199239730835,<function relu at 0x7fbc08d68620>,64,0.01,10,128,1,<function sigmoid at 0x7fbc08d68730>,<function binary_crossentropy at 0x7fbc08d980d0>,0.01,<class 'keras.optimizers.Adam'>,funnel,0.5909090909090909,0.8265895953757225,0.689156626506024,
22,25,1.5464733877401242,0.5540229678153992,0.24895651271122213,0.9487179517745972,<function relu at 0x7fbc08d68620>,64,0.01,25,256,2,<function sigmoid at 0x7fbc08d68730>,<function binary_crossentropy at 0x7fbc08d980d0>,1.0,<class 'keras.optimizers.Adam'>,funnel,0.6139130434782609,0.6801541425818882,0.6453382084095064,
127,10,0.7320552527219399,0.5540229678153992,0.6318762040232295,0.6666666865348816,<function relu at 0x7fbc08d68620>,256,0.1,10,256,1,<function sigmoid at 0x7fbc08d68730>,<function binary_crossentropy at 0x7fbc08d980d0>,1.0,<class 'keras.optimizers.Adam'>,funnel,0.6061588330632091,0.720616570327553,0.658450704225352,
119,25,1.320340737803229,0.5528735518455505,0.30453248424878016,0.9275147914886475,<function relu at 0x7fbc08d68620>,256,0.01,25,256,2,<function sigmoid at 0x7fbc08d68730>,<function binary_crossentropy at 0x7fbc08d980d0>,2.0,<class 'keras.optimizers.Adam'>,funnel,0.623574144486692,0.6319845857418112,0.6277511961722487,
