,accuracy,val_accuracy,loss,val_loss,precision,recall,fbeta_score,support
0,0.9723947644233704,0.5341615080833435,0.0764410999970571,1.7566943916937579,0.5728643216080402,0.6368715083798883,0.6031746031746033,
