round_epochs,val_loss,val_accuracy,loss,accuracy,activation,batch_size,dropout,epochs,first_neuron,hidden_layers,last_activation,losses,lr,optimizer
1,108.46897977012249,0.48771020770072937,552.9756469388043,0.49528563,<function relu at 0x1370a5d90>,32,0.4,50,256,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.5,<class 'keras.optimizers.RMSprop'>
1,149.90297399918134,0.4786545932292938,566.3644596211989,0.5291181,<function relu at 0x1370a5d90>,32,0.4,50,256,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.75,<class 'keras.optimizers.Adam'>
1,80.05329384748254,0.5161707401275635,498.97366994814416,0.51913476,<function relu at 0x1370a5d90>,32,0.4,50,256,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.75,<class 'keras.optimizers.RMSprop'>
1,221.54727982179313,0.5562742352485657,618.6941718230033,0.50305045,<function relu at 0x1370a5d90>,32,0.4,50,512,1,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.5,<class 'keras.optimizers.Adam'>
1,241.397258289727,0.5705045461654663,531.8997159800263,0.5180255,<function relu at 0x1370a5d90>,32,0.4,50,512,1,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.5,<class 'keras.optimizers.RMSprop'>
1,182.34189452730206,0.5510995984077454,560.5236479578849,0.5036051,<function relu at 0x1370a5d90>,32,0.4,50,512,1,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.75,<class 'keras.optimizers.Adam'>
1,272.9980549287981,0.5575678944587708,531.8844161538766,0.5330005,<function relu at 0x1370a5d90>,32,0.4,50,512,1,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.75,<class 'keras.optimizers.RMSprop'>
1,263.16138895486336,0.5692108869552612,518.9075087527732,0.52967274,<function relu at 0x1370a5d90>,32,0.4,50,512,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.5,<class 'keras.optimizers.Adam'>
1,148.13141706103957,0.565329909324646,572.0251662877951,0.5141431,<function relu at 0x1370a5d90>,32,0.4,50,512,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.5,<class 'keras.optimizers.RMSprop'>
1,245.40956686200022,0.5588615536689758,592.9026236721892,0.5091514,<function relu at 0x1370a5d90>,32,0.4,50,512,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.75,<class 'keras.optimizers.Adam'>
1,79.14968203881425,0.5109961032867432,559.8071729646282,0.5085968,<function relu at 0x1370a5d90>,32,0.4,50,512,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.75,<class 'keras.optimizers.RMSprop'>
1,112.60226931948249,0.4980595111846924,361.07805870085775,0.5085968,<function relu at 0x1370a5d90>,64,0.0,50,128,1,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.5,<class 'keras.optimizers.Adam'>
1,96.14111397213955,0.5510995984077454,184.96425945389885,0.4997227,<function relu at 0x1370a5d90>,64,0.0,50,128,1,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.5,<class 'keras.optimizers.RMSprop'>
1,85.61636386096555,0.48900386691093445,226.82727304882826,0.52745426,<function relu at 0x1370a5d90>,64,0.0,50,128,1,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.75,<class 'keras.optimizers.Adam'>
1,148.79826300912148,0.491591215133667,233.1822985640117,0.5141431,<function relu at 0x1370a5d90>,64,0.0,50,128,1,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.75,<class 'keras.optimizers.RMSprop'>
1,97.36000327027631,0.481241911649704,234.28429592680547,0.5180255,<function relu at 0x1370a5d90>,64,0.0,50,128,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.5,<class 'keras.optimizers.Adam'>
1,151.20848326294418,0.5717982053756714,128.19483243209154,0.49362174,<function relu at 0x1370a5d90>,64,0.0,50,128,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.5,<class 'keras.optimizers.RMSprop'>
1,69.54326711681806,0.5161707401275635,178.7129197884981,0.5102607,<function relu at 0x1370a5d90>,64,0.0,50,128,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.75,<class 'keras.optimizers.Adam'>
1,289.8404940941972,0.565329909324646,176.8908263432338,0.5085968,<function relu at 0x1370a5d90>,64,0.0,50,128,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.75,<class 'keras.optimizers.RMSprop'>
1,291.62235943990413,0.47218629717826843,603.5414587815338,0.5036051,<function relu at 0x1370a5d90>,64,0.0,50,256,1,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.5,<class 'keras.optimizers.Adam'>
1,137.35633994197477,0.4333764612674713,277.8087760049373,0.5196894,<function relu at 0x1370a5d90>,64,0.0,50,256,1,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.5,<class 'keras.optimizers.RMSprop'>
1,43.783925916368254,0.5485122799873352,155.83957764577417,0.53854686,<function relu at 0x1370a5d90>,64,0.0,50,256,1,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.75,<class 'keras.optimizers.Adam'>
1,77.99190422418356,0.5148770809173584,263.50095642055993,0.50637823,<function relu at 0x1370a5d90>,64,0.0,50,256,1,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.75,<class 'keras.optimizers.RMSprop'>
1,140.38642940545915,0.5523932576179504,247.51324817913476,0.5108153,<function relu at 0x1370a5d90>,64,0.0,50,256,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.5,<class 'keras.optimizers.Adam'>
1,159.99796424461059,0.5627425909042358,134.52421284197968,0.50305045,<function relu at 0x1370a5d90>,64,0.0,50,256,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.5,<class 'keras.optimizers.RMSprop'>
1,60.127517399164866,0.5743855237960815,109.00436859427064,0.50748754,<function relu at 0x1370a5d90>,64,0.0,50,256,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.75,<class 'keras.optimizers.Adam'>
1,104.55242052362006,0.47218629717826843,336.7225851734942,0.51192456,<function relu at 0x1370a5d90>,64,0.0,50,256,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.75,<class 'keras.optimizers.RMSprop'>
1,201.90523032599248,0.4644243121147156,476.342034389096,0.5085968,<function relu at 0x1370a5d90>,64,0.0,50,512,1,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.5,<class 'keras.optimizers.Adam'>
1,55.90007063950789,0.4799482524394989,128.7141976189891,0.49916804,<function relu at 0x1370a5d90>,64,0.0,50,512,1,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.5,<class 'keras.optimizers.RMSprop'>
1,142.96738367709892,0.5109961032867432,334.07142316719853,0.494731,<function relu at 0x1370a5d90>,64,0.0,50,512,1,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.75,<class 'keras.optimizers.Adam'>
1,84.64123010080196,0.48382923007011414,188.19200444446295,0.51525235,<function relu at 0x1370a5d90>,64,0.0,50,512,1,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.75,<class 'keras.optimizers.RMSprop'>
1,140.99149266251618,0.47736093401908875,444.25016308201066,0.4980588,<function relu at 0x1370a5d90>,64,0.0,50,512,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.5,<class 'keras.optimizers.Adam'>
1,82.32900744360447,0.45924967527389526,181.25970965071778,0.5163616,<function relu at 0x1370a5d90>,64,0.0,50,512,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.5,<class 'keras.optimizers.RMSprop'>
1,100.79453666953498,0.5394566655158997,222.27494770543018,0.49694952,<function relu at 0x1370a5d90>,64,0.0,50,512,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.75,<class 'keras.optimizers.Adam'>
1,147.27502170972343,0.5523932576179504,216.78409487131364,0.51913476,<function relu at 0x1370a5d90>,64,0.0,50,512,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.75,<class 'keras.optimizers.RMSprop'>
1,100.58088869635223,0.508408784866333,281.82825996792457,0.5130338,<function relu at 0x1370a5d90>,64,0.1,50,128,1,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.5,<class 'keras.optimizers.Adam'>
1,140.79494745765282,0.582147479057312,346.7114543354121,0.51858014,<function relu at 0x1370a5d90>,64,0.1,50,128,1,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.5,<class 'keras.optimizers.RMSprop'>
1,96.88877215268232,0.5161707401275635,402.3425976329556,0.52412647,<function relu at 0x1370a5d90>,64,0.1,50,128,1,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.75,<class 'keras.optimizers.Adam'>
1,147.81452197707793,0.5420439839363098,297.7809772036569,0.52301717,<function relu at 0x1370a5d90>,64,0.1,50,128,1,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.75,<class 'keras.optimizers.RMSprop'>
1,206.9284226194236,0.4463130533695221,517.4401688578389,0.51858014,<function relu at 0x1370a5d90>,64,0.1,50,128,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.5,<class 'keras.optimizers.Adam'>
1,247.9983830026328,0.428201824426651,304.79851993639073,0.5108153,<function relu at 0x1370a5d90>,64,0.1,50,128,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.5,<class 'keras.optimizers.RMSprop'>
1,211.02418144986052,0.5097024440765381,593.8431803723937,0.52967274,<function relu at 0x1370a5d90>,64,0.1,50,128,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.75,<class 'keras.optimizers.Adam'>
1,186.68158900568125,0.5666235685348511,269.50418991283516,0.515807,<function relu at 0x1370a5d90>,64,0.1,50,128,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.75,<class 'keras.optimizers.RMSprop'>
1,98.31553012309993,0.4786545932292938,304.77014767799653,0.5169163,<function relu at 0x1370a5d90>,64,0.1,50,256,1,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.5,<class 'keras.optimizers.Adam'>
1,115.64554375849596,0.5355756878852844,393.27950277979085,0.4980588,<function relu at 0x1370a5d90>,64,0.1,50,256,1,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.5,<class 'keras.optimizers.RMSprop'>
1,104.04491755200543,0.4398447573184967,432.44501307905875,0.5108153,<function relu at 0x1370a5d90>,64,0.1,50,256,1,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.75,<class 'keras.optimizers.Adam'>
1,107.98273698972082,0.5006468296051025,323.5205998899404,0.50083196,<function relu at 0x1370a5d90>,64,0.1,50,256,1,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.75,<class 'keras.optimizers.RMSprop'>
1,146.034777385914,0.5485122799873352,356.0667768109195,0.5335552,<function relu at 0x1370a5d90>,64,0.1,50,256,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.5,<class 'keras.optimizers.Adam'>
1,156.55537426888094,0.481241911649704,384.2320552409125,0.49750414,<function relu at 0x1370a5d90>,64,0.1,50,256,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.5,<class 'keras.optimizers.RMSprop'>
1,90.30676220181996,0.49935317039489746,265.855469384725,0.49861342,<function relu at 0x1370a5d90>,64,0.1,50,256,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.75,<class 'keras.optimizers.Adam'>
1,160.27308522529157,0.5743855237960815,307.9807583707872,0.5280089,<function relu at 0x1370a5d90>,64,0.1,50,256,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.75,<class 'keras.optimizers.RMSprop'>
1,175.2215530770562,0.5562742352485657,311.471681007728,0.5246811,<function relu at 0x1370a5d90>,64,0.1,50,512,1,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.5,<class 'keras.optimizers.Adam'>
1,224.8525795387574,0.4333764612674713,346.96372456902344,0.4963949,<function relu at 0x1370a5d90>,64,0.1,50,512,1,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.5,<class 'keras.optimizers.RMSprop'>
1,186.3430553204338,0.5523932576179504,337.8584207459681,0.52967274,<function relu at 0x1370a5d90>,64,0.1,50,512,1,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.75,<class 'keras.optimizers.Adam'>
1,100.07637985249232,0.5692108869552612,340.62619966410693,0.50748754,<function relu at 0x1370a5d90>,64,0.1,50,512,1,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.75,<class 'keras.optimizers.RMSprop'>
1,81.76315580873255,0.5485122799873352,325.7737544054993,0.49694952,<function relu at 0x1370a5d90>,64,0.1,50,512,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.5,<class 'keras.optimizers.Adam'>
1,136.4435432897965,0.5174643993377686,305.25555718665777,0.50748754,<function relu at 0x1370a5d90>,64,0.1,50,512,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.5,<class 'keras.optimizers.RMSprop'>
1,84.88898313060923,0.5368693470954895,410.21334202449583,0.5219079,<function relu at 0x1370a5d90>,64,0.1,50,512,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.75,<class 'keras.optimizers.Adam'>
1,309.58237641841595,0.5705045461654663,358.6775545193233,0.50083196,<function relu at 0x1370a5d90>,64,0.1,50,512,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.75,<class 'keras.optimizers.RMSprop'>
1,194.70007257103765,0.5316947102546692,455.5586137903841,0.51469773,<function relu at 0x1370a5d90>,64,0.2,50,128,1,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.5,<class 'keras.optimizers.Adam'>
1,191.9886350249257,0.5510995984077454,344.11942361079514,0.51136994,<function relu at 0x1370a5d90>,64,0.2,50,128,1,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.5,<class 'keras.optimizers.RMSprop'>
1,127.13072879687627,0.5485122799873352,414.0366695359622,0.509706,<function relu at 0x1370a5d90>,64,0.2,50,128,1,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.75,<class 'keras.optimizers.Adam'>
1,120.34780500838859,0.491591215133667,487.9589356788978,0.5069329,<function relu at 0x1370a5d90>,64,0.2,50,128,1,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.75,<class 'keras.optimizers.RMSprop'>
1,93.70533841270061,0.5329883694648743,418.73497137914944,0.51192456,<function relu at 0x1370a5d90>,64,0.2,50,128,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.5,<class 'keras.optimizers.Adam'>
1,109.17085990560317,0.44890040159225464,407.429929296374,0.52579033,<function relu at 0x1370a5d90>,64,0.2,50,128,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.5,<class 'keras.optimizers.RMSprop'>
1,237.64634605891337,0.481241911649704,672.9814881691321,0.484193,<function relu at 0x1370a5d90>,64,0.2,50,128,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.75,<class 'keras.optimizers.Adam'>
1,115.81649095305804,0.4385510981082916,340.9350122842138,0.5213533,<function relu at 0x1370a5d90>,64,0.2,50,128,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.75,<class 'keras.optimizers.RMSprop'>
1,139.4467234741053,0.5588615536689758,417.317874927489,0.49306712,<function relu at 0x1370a5d90>,64,0.2,50,256,1,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.5,<class 'keras.optimizers.Adam'>
1,250.53229040069382,0.5355756878852844,635.1862075306348,0.53078204,<function relu at 0x1370a5d90>,64,0.2,50,256,1,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.5,<class 'keras.optimizers.RMSprop'>
1,89.61730684623373,0.4902975559234619,359.4557108696606,0.51858014,<function relu at 0x1370a5d90>,64,0.2,50,256,1,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.75,<class 'keras.optimizers.Adam'>
1,336.1845021315719,0.5730918645858765,425.39156978393487,0.52579033,<function relu at 0x1370a5d90>,64,0.2,50,256,1,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.75,<class 'keras.optimizers.RMSprop'>
1,103.72981019408707,0.5226390957832336,438.23347911527935,0.484193,<function relu at 0x1370a5d90>,64,0.2,50,256,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.5,<class 'keras.optimizers.Adam'>
1,220.6433292995912,0.43596377968788147,488.2787427685357,0.4980588,<function relu at 0x1370a5d90>,64,0.2,50,256,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.5,<class 'keras.optimizers.RMSprop'>
1,128.22688236211897,0.4747736155986786,429.8513404816571,0.5180255,<function relu at 0x1370a5d90>,64,0.2,50,256,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.75,<class 'keras.optimizers.Adam'>
1,252.5310629860704,0.5679172277450562,453.55602252132945,0.5091514,<function relu at 0x1370a5d90>,64,0.2,50,256,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.75,<class 'keras.optimizers.RMSprop'>
1,111.08433757747439,0.46571797132492065,417.02002267948603,0.50305045,<function relu at 0x1370a5d90>,64,0.2,50,512,1,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.5,<class 'keras.optimizers.Adam'>
1,98.94964911496655,0.5743855237960815,407.21529582653585,0.5330005,<function relu at 0x1370a5d90>,64,0.2,50,512,1,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.5,<class 'keras.optimizers.RMSprop'>
1,156.196525869826,0.4411384165287018,370.9293639764347,0.52412647,<function relu at 0x1370a5d90>,64,0.2,50,512,1,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.75,<class 'keras.optimizers.Adam'>
1,152.87230928132328,0.4501940608024597,414.73762800795333,0.49362174,<function relu at 0x1370a5d90>,64,0.2,50,512,1,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.75,<class 'keras.optimizers.RMSprop'>
1,134.05797471296896,0.527813732624054,483.8085044822756,0.536883,<function relu at 0x1370a5d90>,64,0.2,50,512,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.5,<class 'keras.optimizers.Adam'>
1,89.89870962165152,0.5045278072357178,427.7494611269358,0.51192456,<function relu at 0x1370a5d90>,64,0.2,50,512,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.5,<class 'keras.optimizers.RMSprop'>
1,94.06657298138657,0.561448872089386,302.86049225141255,0.5219079,<function relu at 0x1370a5d90>,64,0.2,50,512,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.75,<class 'keras.optimizers.Adam'>
1,112.3026206693859,0.5032341480255127,499.3327844205064,0.5019412,<function relu at 0x1370a5d90>,64,0.2,50,512,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.75,<class 'keras.optimizers.RMSprop'>
1,127.72244238020686,0.5058214664459229,604.2897729350009,0.5324459,<function relu at 0x1370a5d90>,64,0.30000000000000004,50,128,1,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.5,<class 'keras.optimizers.Adam'>
1,91.7525468458642,0.5355756878852844,510.85367027786265,0.5058236,<function relu at 0x1370a5d90>,64,0.30000000000000004,50,128,1,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.5,<class 'keras.optimizers.RMSprop'>
1,108.84712608603888,0.47736093401908875,528.2872299050465,0.52967274,<function relu at 0x1370a5d90>,64,0.30000000000000004,50,128,1,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.75,<class 'keras.optimizers.Adam'>
1,88.72882110674662,0.46701163053512573,491.83987731425816,0.49861342,<function relu at 0x1370a5d90>,64,0.30000000000000004,50,128,1,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.75,<class 'keras.optimizers.RMSprop'>
1,127.38213663236907,0.5174643993377686,573.1439373843616,0.51858014,<function relu at 0x1370a5d90>,64,0.30000000000000004,50,128,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.5,<class 'keras.optimizers.Adam'>
1,330.0200472457905,0.565329909324646,703.0332924858174,0.52357185,<function relu at 0x1370a5d90>,64,0.30000000000000004,50,128,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.5,<class 'keras.optimizers.RMSprop'>
1,107.1258702839485,0.5355756878852844,444.5381203311321,0.50471437,<function relu at 0x1370a5d90>,64,0.30000000000000004,50,128,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.75,<class 'keras.optimizers.Adam'>
1,150.86222517598338,0.4747736155986786,499.1273120323685,0.5357737,<function relu at 0x1370a5d90>,64,0.30000000000000004,50,128,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.75,<class 'keras.optimizers.RMSprop'>
1,173.38447130605442,0.5549805760383606,549.4073878334286,0.52301717,<function relu at 0x1370a5d90>,64,0.30000000000000004,50,256,1,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.5,<class 'keras.optimizers.Adam'>
1,437.9696283180069,0.4514877200126648,721.8047188469521,0.52301717,<function relu at 0x1370a5d90>,64,0.30000000000000004,50,256,1,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.5,<class 'keras.optimizers.RMSprop'>
1,159.37916851167074,0.54463130235672,479.42206342023275,0.50083196,<function relu at 0x1370a5d90>,64,0.30000000000000004,50,256,1,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.75,<class 'keras.optimizers.Adam'>
1,208.50526874339906,0.5730918645858765,520.9365215079359,0.5196894,<function relu at 0x1370a5d90>,64,0.30000000000000004,50,256,1,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.75,<class 'keras.optimizers.RMSprop'>
1,159.4990090669975,0.5485122799873352,485.0665244950365,0.50415975,<function relu at 0x1370a5d90>,64,0.30000000000000004,50,256,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.5,<class 'keras.optimizers.Adam'>
1,118.40995129268197,0.5601552128791809,597.2666486675582,0.48696616,<function relu at 0x1370a5d90>,64,0.30000000000000004,50,256,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.5,<class 'keras.optimizers.RMSprop'>
1,116.02882334917668,0.5109961032867432,519.467039136839,0.52634495,<function relu at 0x1370a5d90>,64,0.30000000000000004,50,256,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.75,<class 'keras.optimizers.Adam'>
1,344.6171872631236,0.5705045461654663,511.68033168663663,0.49861342,<function relu at 0x1370a5d90>,64,0.30000000000000004,50,256,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.75,<class 'keras.optimizers.RMSprop'>
1,213.41678213733906,0.5588615536689758,708.5470818018689,0.5180255,<function relu at 0x1370a5d90>,64,0.30000000000000004,50,512,1,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.5,<class 'keras.optimizers.Adam'>
1,214.09530700841512,0.5588615536689758,887.4358774905594,0.48363838,<function relu at 0x1370a5d90>,64,0.30000000000000004,50,512,1,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.5,<class 'keras.optimizers.RMSprop'>
1,212.31269716013603,0.5575678944587708,403.0250129720865,0.505269,<function relu at 0x1370a5d90>,64,0.30000000000000004,50,512,1,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.75,<class 'keras.optimizers.Adam'>
1,199.53051532779907,0.5627425909042358,555.4332191099145,0.5169163,<function relu at 0x1370a5d90>,64,0.30000000000000004,50,512,1,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.75,<class 'keras.optimizers.RMSprop'>
1,262.9236871045743,0.5588615536689758,537.2901397722004,0.52967274,<function relu at 0x1370a5d90>,64,0.30000000000000004,50,512,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.5,<class 'keras.optimizers.Adam'>
1,186.87494543946576,0.5485122799873352,518.0960123799473,0.5108153,<function relu at 0x1370a5d90>,64,0.30000000000000004,50,512,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.5,<class 'keras.optimizers.RMSprop'>
1,173.81991533721094,0.44243207573890686,633.2489037199015,0.52745426,<function relu at 0x1370a5d90>,64,0.30000000000000004,50,512,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.75,<class 'keras.optimizers.Adam'>
1,132.37926165345107,0.5097024440765381,412.65733073568316,0.51913476,<function relu at 0x1370a5d90>,64,0.30000000000000004,50,512,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.75,<class 'keras.optimizers.RMSprop'>
1,120.82759125821804,0.5316947102546692,666.9173089575913,0.5174709,<function relu at 0x1370a5d90>,64,0.4,50,128,1,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.5,<class 'keras.optimizers.Adam'>
1,291.4368130189173,0.5692108869552612,574.2372218178036,0.52634495,<function relu at 0x1370a5d90>,64,0.4,50,128,1,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.5,<class 'keras.optimizers.RMSprop'>
1,126.87277558241594,0.5510995984077454,600.1632813989488,0.48530227,<function relu at 0x1370a5d90>,64,0.4,50,128,1,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.75,<class 'keras.optimizers.Adam'>
1,87.97294608803338,0.5006468296051025,596.7213408628306,0.515807,<function relu at 0x1370a5d90>,64,0.4,50,128,1,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.75,<class 'keras.optimizers.RMSprop'>
1,214.86830926774235,0.5717982053756714,689.1129978918328,0.509706,<function relu at 0x1370a5d90>,64,0.4,50,128,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.5,<class 'keras.optimizers.Adam'>
