round_epochs,val_loss,val_accuracy,loss,accuracy,activation,batch_size,dropout,epochs,first_neuron,hidden_layers,last_activation,losses,lr,optimizer,shapes
1,189.87938621343338,0.5575678944587708,451.71881327785127,0.484193,<function relu at 0x1370a5d90>,64,0.0,10,64,1,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,brick
1,0.6918231696854279,0.598965048789978,14.718887625207389,0.5601775,<function relu at 0x1370a5d90>,64,0.0,10,64,1,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,funnel
1,79.66208571696806,0.4799482524394989,201.37244314573502,0.51525235,<function relu at 0x1370a5d90>,64,0.0,10,64,1,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,brick
1,0.6918506267616696,0.597671389579773,0.8311950616947624,0.5751525,<function relu at 0x1370a5d90>,64,0.0,10,64,1,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,funnel
1,50.59484815905967,0.508408784866333,92.77671500622267,0.52246255,<function relu at 0x1370a5d90>,64,0.0,10,64,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,brick
1,4.625364502065395,0.5860284566879272,26.395844782714505,0.5479756,<function relu at 0x1370a5d90>,64,0.0,10,64,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,funnel
1,29.811442223434153,0.46571797132492065,68.41139994074885,0.49861342,<function relu at 0x1370a5d90>,64,0.0,10,64,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,brick
1,0.6927758156867725,0.597671389579773,0.9687030821856828,0.48641154,<function relu at 0x1370a5d90>,64,0.0,10,64,2,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.6000000000000001,<class 'keras.optimizers.Adam'>,funnel
1,67.42094269884511,0.5213454365730286,126.07724241065239,0.4997227,<function relu at 0x1370a5d90>,64,0.0,10,128,1,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,brick
1,131.88671550721432,0.4398447573184967,1354.5353314425638,0.54520243,<function relu at 0x1370a5d90>,64,0.0,10,128,1,<function sigmoid at 0x1370a5ea0>,<function binary_crossentropy at 0x137054730>,0.2,<class 'keras.optimizers.Adam'>,funnel
