,accuracy,val_accuracy,loss,val_loss,precision,recall,fbeta_score,support
0,0.990338146686554,0.5714285969734192,0.034902037897136313,1.801206698328812,0.6040609137055838,0.6611111111111111,0.6312997347480106,
